,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),82.2,81.9
2,Population below age 15 years (%),21.6,22.8
3,"Sex ratio of the total population (females per 1,000 males)",930,846
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",764,730
5,Children under age 5 years whose birth was registered with the civil authority (%),93.1,98.5
6,Deaths in the last 3 years registered with the civil authority (%),87.4,na
7,Population living in households with electricity (%),99.6,99.9
8,Population living in households with an improved drinking-water source (%),99.3,99.8
9,Population living in households that use an improved sanitation facility(%),87.2,90.9
10,Households using clean fuel for cooking (%),81.6,67.8
11,Households using iodized salt (%),96.2,96.0
12,Households with any usual member covered under a health insurance/financing scheme (%),19.0,16.7
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(23.5),na
15,Women who are literate (%),85.0,na
16,Women with 10 or more years of schooling (%),55.3,64.2
18,Women age 20-24 years married before age 18 years (%),6.4,7.6
19,Births in the 5 years preceding the survey that are third or higher order (%),2.4,1.1
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.8,2.6
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.3,95.6
23,Any method (%),69.5,77.6
24,Any modern method (%),57.6,76.3
25,Female sterilization (%),25.5,51.8
26,Male sterilization (%),0.6,0.1
27,IUD/PPIUD (%),3.2,11.3
28,Pill (%),3.2,1.5
29,Condom (%),23.9,11.6
30,Injectables (%),0.5,0.0
32,Total unmet need(%),7.0,1.9
33,Unmet need for spacing (%),2.2,0.9
35,Health worker ever talked to female non-users about family planning (%),15.6,25.0
36,Current users ever told about side effects of current method (%),41.7,70.8
39,Mothers who had an antenatal check-up in the first trimester (%),76.5,78.2
40,Mothers who had at least 4 antenatal care visits (%),57.4,64.7
41,Mothers whose last birth was protected against neonatal tetanus (%),89.0,100.0
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.6,48.2
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),32.1,29.7
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.2,100.0
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.9,72.8
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,874",790
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.9,na
52,Institutional births (%),97.8,96.1
53,Institutional births in public facility (%),61.7,72.3
54,Home births that were conducted by skilled health personnel (%),1.0,1.5
55,Births attended by skilled health personnel (%),91.0,97.6
56,Births delivered by caesarean section (%),34.2,9.9
57,Births in a private health facility that were delivered by caesarean section (%),45.1,15.8
58,Births in a public health facility that were delivered by caesarean section (%),29.0,8.5
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),79.3,97.4
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.9,97.4
63,Children age 12-23 months who have received BCG (%),97.7,100.0
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),81.4,100.0
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.3,100.0
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.3,97.4
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),35.5,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),76.3,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),92.8,98.4
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),79.5,88.4
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.8,96.2
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.9,3.8
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.6,9.0
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(85.1)
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(7.8)
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(76.3)
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.8,1.8
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),77.6,*
82,Children under age 3 years breastfed within one hour of birth (%),29.2,56.2
83,Children under age 6 months exclusively breastfed (%),(79.6),(35.0)
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet (%),18.7,12.7
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet (%),17.4,12.5
88,Children under 5 years who are stunted (height-for-age) (%),24.1,19.8
89,Children under 5 years who are wasted (weight-for-height) (%),10.9,37.9
90,Children under 5 years who are severely wasted (weight-for-height) (%),4.0,18.4
91,Children under 5 years who are underweight (weight-for-age) (%),13.7,32.9
92,Children under 5 years who are overweight (weight-for-height) (%),6.2,1.0
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.8,11.1
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),41.6,12.7
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),62.5,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),64.2,75.1
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),46.5,69.8
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(33.8),54.7
101,All women age 15-49 years who are anaemic (%),46.1,68.6
102,All women age 15-19 years who are anaemic (%),49.2,67.2
105,Women - Blood sugar level - high (141-160 mg/dl)(%),4.0,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),6.3,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.7,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),5.3,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),6.5,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.0,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.3,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.4,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),28.8,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.7,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.1,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.2,na
124,Ever undergone a screening test for cervical cancer (%),2.9,na
125,Ever undergone a breast examination for breast cancer (%),0.9,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
128,Women age 15 years and above who use any kind of tobacco (%),0.8,na
129,Men age 15 years and above who use any kind of tobacco (%),22.0,na
130,Women age 15 years and above who consume alcohol (%),0.4,na
131,Men age 15 years and above who consume alcohol (%),18.8,na
