,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),74.6,68.8
1,Population below age 15 years (%),22.6,25.6
2,"Sex ratio of the total population (females per 1,000 males)",885,894
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",787,704
4,Children under age 5 years whose birth was registered with the civil authority (%),96.1,93.3
5,Deaths in the last 3 years registered with the civil authority (%),84.2,na
6,Population living in households with electricity (%),100.0,99.0
7,Population living in households with an improved drinking-water source (%),99.7,99.4
8,Population living in households that use an improved sanitation facility(%),86.4,72.6
9,Households using clean fuel for cooking (%),54.9,39.1
10,Households using iodized salt (%),97.7,97.1
11,Households with any usual member covered under a health insurance/financing scheme (%),25.3,18.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.2,na
13,Women who are literate (%),86.0,na
14,Women with 10 or more years of schooling (%),58.7,43.1
15,Women age 20-24 years married before age 18 years (%),5.8,21.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.4,2.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.7,10.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.8,80.3
19,Any method (%),70.6,47.8
20,Any modern method (%),64.4,43.8
21,Female sterilization (%),37.7,29.6
22,Male sterilization (%),1.2,1.1
23,IUD/PPIUD (%),3.4,2.7
24,Pill (%),5.4,1.8
25,Condom (%),14.7,8.6
26,Injectables (%),0.7,0.1
27,Total unmet need(%),8.5,13.4
28,Unmet need for spacing (%),4.2,4.6
29,Health worker ever talked to female non-users about family planning (%),32.9,15.7
30,Current users ever told about side effects of current method (%),70.4,37.1
31,Mothers who had an antenatal check-up in the first trimester (%),85.7,54.7
32,Mothers who had at least 4 antenatal care visits (%),63.8,28.7
33,Mothers whose last birth was protected against neonatal tetanus (%),94.4,83.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),45.8,24.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),29.1,15.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,81.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),90.5,71.1
