,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),78.3,74.8
1,Population below age 15 years (%),26.0,27.7
2,"Sex ratio of the total population (females per 1,000 males)",917,846
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",938,918
4,Children under age 5 years whose birth was registered with the civil authority (%),96.4,96.0
5,Deaths in the last 3 years registered with the civil authority (%),79.2,na
6,Population living in households with electricity (%),99.6,100.0
7,Population living in households with an improved drinking-water source (%),99.9,99.9
8,Population living in households that use an improved sanitation facility(%),79.3,91.7
9,Households using clean fuel for cooking (%),73.0,63.6
10,Households using iodized salt (%),97.2,98.2
11,Households with any usual member covered under a health insurance/financing scheme (%),26.5,9.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.8,na
13,Women who are literate (%),83.8,na
14,Women with 10 or more years of schooling (%),52.1,54.0
15,Women age 20-24 years married before age 18 years (%),11.9,15.1
16,Births in the 5 years preceding the survey that are third or higher order (%),1.6,2.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.7,6.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.0,93.4
19,Any method (%),70.1,78.1
20,Any modern method (%),55.4,68.9
21,Female sterilization (%),22.8,46.4
22,Male sterilization (%),0.5,0.0
23,IUD/PPIUD (%),5.0,8.1
24,Pill (%),2.5,5.3
25,Condom (%),21.9,7.9
26,Injectables (%),1.1,0.4
27,Total unmet need(%),7.3,4.3
28,Unmet need for spacing (%),2.8,2.5
29,Health worker ever talked to female non-users about family planning (%),17.3,26.6
30,Current users ever told about side effects of current method (%),62.9,58.4
31,Mothers who had an antenatal check-up in the first trimester (%),81.4,72.6
32,Mothers who had at least 4 antenatal care visits (%),49.2,40.3
33,Mothers whose last birth was protected against neonatal tetanus (%),85.1,98.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),41.1,31.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),23.2,16.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.2,94.5
37,days of delivery (%),92.8,66.5
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,717","2,117"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(10.3)
40,days of delivery (%),93.2,na
41,Institutional births (%),97.1,78.2
42,Institutional births in public facility (%),52.6,46.7
43,Home births that were conducted by skilled health personnel (%),0.9,10.4
44,Births attended by skilled health personnel (%),96.3,86.1
45,Births delivered by caesarean section (%),20.3,11.1
46,Births in a private health facility that were delivered by caesarean section (%),32.4,29.4
47,Births in a public health facility that were delivered by caesarean section (%),11.3,3.9
48,mother's recall (%),80.6,(68.4)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),79.4,(79.7)
50,Children age 12-23 months who have received BCG (%),96.8,(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),82.1,(81.4)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.0,(89.2)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),90.5,(85.2)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),24.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),77.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.0,(66.4)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),52.2,77.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.6,(94.6)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.4,(5.4)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.2,4.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(45.8),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(23.7),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(57.2),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.7,0.0
65,health provider (%),73.8,*
66,Children under age 3 years breastfed within one hour of birth (%),30.0,15.4
67,Children under age 6 months exclusively breastfed (%),(63.3),(40.6)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),9.1,1.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),10.3,4.7
72,Children under 5 years who are stunted (height-for-age) (%),25.1,44.6
73,Children under 5 years who are wasted (weight-for-height) (%),9.9,25.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.8,11.8
75,Children under 5 years who are underweight (weight-for-age) (%),18.9,40.8
76,Children under 5 years who are overweight (weight-for-height) (%),2.4,2.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.7,10.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),37.8,25.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),51.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.4,65.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),66.8,67.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(69.0),50.2
83,All women age 15-49 years who are anaemic (%),66.9,66.2
84,All women age 15-19 years who are anaemic (%),66.3,71.4
85,Blood sugar level - high (141-160 mg/dl)(%),4.9,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),8.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
93,blood pressure (%),21.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.0,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.4,na
96,blood pressure (%),25.6,na
97,Ever undergone a screening test for cervical cancer (%),1.0,na
98,Ever undergone a breast examination for breast cancer (%),0.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
100,Women age 15 years and above who use any kind of tobacco (%),4.6,na
101,Men age 15 years and above who use any kind of tobacco (%),27.3,na
102,Women age 15 years and above who consume alcohol (%),0.5,na
103,Men age 15 years and above who consume alcohol (%),17.6,na
