,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),79.2,73.1
1,Population below age 15 years (%),26.4,25.7
2,"Sex ratio of the total population (females per 1,000 males)",970,881
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",821,880
4,Children under age 5 years whose birth was registered with the civil authority (%),99.4,99.6
5,Deaths in the last 3 years registered with the civil authority (%),91.2,na
6,Population living in households with electricity (%),99.2,99.8
7,Population living in households with an improved drinking-water source (%),99.9,100.0
8,Population living in households that use an improved sanitation facility(%),83.5,88.3
9,Households using clean fuel for cooking (%),74.1,54.7
10,Households using iodized salt (%),97.8,94.4
11,Households with any usual member covered under a health insurance/financing scheme (%),24.6,11.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),19.2,na
13,Women who are literate (%),84.0,na
14,Women with 10 or more years of schooling (%),46.8,46.6
15,Women age 20-24 years married before age 18 years (%),6.6,8.6
16,Births in the 5 years preceding the survey that are third or higher order (%),2.4,1.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.1,4.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.9,81.5
19,Any method (%),79.1,75.4
20,Any modern method (%),67.1,72.8
21,Female sterilization (%),23.4,42.7
22,Male sterilization (%),4.8,2.6
23,IUD/PPIUD (%),3.1,6.0
24,Pill (%),4.8,2.1
25,Condom (%),28.1,18.8
26,Injectables (%),0.0,0.3
27,Total unmet need(%),5.4,5.0
28,Unmet need for spacing (%),2.2,1.9
29,Health worker ever talked to female non-users about family planning (%),36.3,38.4
30,Current users ever told about side effects of current method (%),83.9,76.1
31,Mothers who had an antenatal check-up in the first trimester (%),91.2,80.2
32,Mothers who had at least 4 antenatal care visits (%),84.7,63.1
33,Mothers whose last birth was protected against neonatal tetanus (%),93.5,98.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),78.0,57.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),53.7,23.1
