Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),81.2,79.4
Population below age 15 years (%),23.1,22.4
"Sex ratio of the total population (females per 1,000 males)",936,780
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",854,751
Children under age 5 years whose birth was registered with the civil authority (%),97.2,96.2
Deaths in the last 3 years registered with the civil authority (%),97.0,na
Population living in households with electricity (%),99.5,99.7
Population living in households with an improved drinking-water source (%),99.2,99.6
Population living in households that use an improved sanitation facility(%),82.6,86.0
Households using clean fuel for cooking (%),81.1,77.3
Households using iodized salt (%),97.6,98.3
Households with any usual member covered under a health insurance/financing scheme (%),19.9,11.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(4.5),na
Women who are literate (%),84.9,na
Women with 10 or more years of schooling (%),60.3,67.0
Women age 20-24 years married before age 18 years (%),7.4,11.1
Births in the 5 years preceding the survey that are third or higher order (%),1.8,3.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.4,1.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.2,88.1
Any method (%),76.6,79.7
Any modern method (%),59.0,77.4
Female sterilization (%),25.2,44.1
Male sterilization (%),0.1,0.4
IUD/PPIUD (%),3.5,9.1
Pill (%),3.0,2.8
Condom (%),26.8,20.9
Injectables (%),0.2,0.2
Total unmet need(%),7.0,2.8
Unmet need for spacing (%),2.2,2.0
Health worker ever talked to female non-users about family planning (%),23.9,27.4
Current users ever told about side effects of current method (%),72.3,80.5
Mothers who had an antenatal check-up in the first trimester (%),82.6,86.7
Mothers who had at least 4 antenatal care visits (%),76.9,81.5
Mothers whose last birth was protected against neonatal tetanus (%),90.3,98.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),69.5,51.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),55.0,25.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,93.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.3,73.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,399",931
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),97.3,na
Institutional births (%),97.0,96.5
Institutional births in public facility (%),81.0,78.2
Home births that were conducted by skilled health personnel (%),0.0,1.5
Births attended by skilled health personnel (%),97.0,97.3
Births delivered by caesarean section (%),32.7,12.2
Births in a private health facility that were delivered by caesarean section (%),(48.1),22.4
Births in a public health facility that were delivered by caesarean section (%),30.8,10.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(85.1),(96.9)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(92.6),(100.0)
Children age 12-23 months who have received BCG (%),(97.1),(100.0)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(85.1),(96.9)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.1),(100.0)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.1),(100.0)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(52.8),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(88.7),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.1),(95.6)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.1,83.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(94.4)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(5.6)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.2,2.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8,0.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,*
Children under age 3 years breastfed within one hour of birth (%),73.9,45.0
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
