,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),79.1,76.3
1,Population below age 15 years (%),23.6,24.0
2,"Sex ratio of the total population (females per 1,000 males)",923,867
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,103",616
4,Children under age 5 years whose birth was registered with the civil authority (%),98.1,97.5
5,Deaths in the last 3 years registered with the civil authority (%),89.9,na
6,Population living in households with electricity (%),99.8,99.9
7,Population living in households with an improved drinking-water source (%),100.0,100.0
8,Population living in households that use an improved sanitation facility(%),83.5,81.3
9,Households using clean fuel for cooking (%),77.7,61.6
10,Households using iodized salt (%),94.4,96.7
11,Households with any usual member covered under a health insurance/financing scheme (%),20.6,11.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),19.0,na
13,Women who are literate (%),85.8,na
14,Women with 10 or more years of schooling (%),51.2,50.5
15,Women age 20-24 years married before age 18 years (%),6.9,8.1
16,Births in the 5 years preceding the survey that are third or higher order (%),1.0,0.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.3,1.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),91.6,75.8
19,Any method (%),79.1,73.0
20,Any modern method (%),58.0,66.0
21,Female sterilization (%),19.5,37.1
22,Male sterilization (%),0.9,1.2
23,IUD/PPIUD (%),3.4,7.5
24,Pill (%),2.8,2.5
25,Condom (%),30.3,17.3
26,Injectables (%),0.3,0.4
27,Total unmet need(%),4.2,4.3
28,Unmet need for spacing (%),1.9,2.6
29,Health worker ever talked to female non-users about family planning (%),28.0,27.7
30,Current users ever told about side effects of current method (%),73.6,74.2
31,Mothers who had an antenatal check-up in the first trimester (%),87.4,90.5
32,Mothers who had at least 4 antenatal care visits (%),66.4,75.4
33,Mothers whose last birth was protected against neonatal tetanus (%),90.8,97.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.9,61.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),36.3,15.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.7,92.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),88.3,86.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,872","1,101"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.6,na
41,Institutional births (%),94.8,94.4
42,Institutional births in public facility (%),55.8,61.3
43,Home births that were conducted by skilled health personnel (%),0.4,3.0
44,Births attended by skilled health personnel (%),86.0,97.4
45,Births delivered by caesarean section (%),28.0,17.3
46,Births in a private health facility that were delivered by caesarean section (%),33.8,27.8
47,Births in a public health facility that were delivered by caesarean section (%),26.6,13.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),82.9,(87.9)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),85.6,(92.4)
50,Children age 12-23 months who have received BCG (%),95.8,(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),84.4,(89.5)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.4,(94.7)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.1,(98.4)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),40.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),80.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.6,(82.1)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.4,69.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.1,(98.2)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.8,(1.8)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.2,15.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(83.8)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(18.0)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(96.1)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.6,1.5
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),66.8,(72.5)
66,Children under age 3 years breastfed within one hour of birth (%),31.7,42.9
