,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.0,61.8
1,Population below age 15 years (%),31.3,33.5
2,"Sex ratio of the total population (females per 1,000 males)",943,879
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",884,885
4,Children under age 5 years whose birth was registered with the civil authority (%),92.1,86.4
5,Deaths in the last 3 years registered with the civil authority (%),71.1,na
6,Population living in households with electricity (%),98.9,94.4
7,Population living in households with an improved drinking-water source (%),96.7,95.4
8,Population living in households that use an improved sanitation facility(%),80.3,68.4
9,Households using clean fuel for cooking (%),34.6,30.6
10,Households using iodized salt (%),95.3,83.0
11,Households with any usual member covered under a health insurance/financing scheme (%),23.5,10.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.5,na
13,Women who are literate (%),68.3,na
14,Women with 10 or more years of schooling (%),39.4,33.2
15,Women age 20-24 years married before age 18 years (%),23.8,29.1
16,Births in the 5 years preceding the survey that are third or higher order (%),4.2,4.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.7,12.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),91.4,62.6
19,Any method (%),71.2,31.3
20,Any modern method (%),54.2,30.1
21,Female sterilization (%),31.9,21.4
22,Male sterilization (%),0.4,0.0
23,IUD/PPIUD (%),6.9,2.3
24,Pill (%),2.8,1.0
25,Condom (%),10.2,5.2
26,Injectables (%),0.7,0.1
27,Total unmet need(%),8.0,19.0
28,Unmet need for spacing (%),3.1,6.4
29,Health worker ever talked to female non-users about family planning (%),25.2,12.5
30,Current users ever told about side effects of current method (%),77.3,37.5
31,Mothers who had an antenatal check-up in the first trimester (%),81.2,30.7
32,Mothers who had at least 4 antenatal care visits (%),53.4,19.0
33,Mothers whose last birth was protected against neonatal tetanus (%),81.9,68.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),32.1,8.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.5,3.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8,83.8
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.7,28.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,584","2,600"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.0,na
41,Institutional births (%),78.3,56.2
42,Institutional births in public facility (%),46.5,29.8
43,Home births that were conducted by skilled health personnel (%),4.4,11.5
44,Births attended by skilled health personnel (%),83.2,64.1
45,Births delivered by caesarean section (%),11.7,8.5
46,Births in a private health facility that were delivered by caesarean section (%),27.3,22.2
47,Births in a public health facility that were delivered by caesarean section (%),6.4,8.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),69.0,25.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),74.4,(57.8)
50,Children age 12-23 months who have received BCG (%),94.1,68.6
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),75.0,42.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.2,47.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.7,53.1
