,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),69.3,67.2
1,Population below age 15 years (%),25.8,25.6
2,"Sex ratio of the total population (females per 1,000 males)",939,883
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",856,776
4,Children under age 5 years whose birth was registered with the civil authority (%),98.8,99.1
5,Deaths in the last 3 years registered with the civil authority (%),82.6,na
6,Population living in households with electricity (%),99.7,99.2
7,Population living in households with an improved drinking-water source (%),99.3,96.9
8,Population living in households that use an improved sanitation facility(%),89.1,86.3
9,Households using clean fuel for cooking (%),44.8,38.8
10,Households using iodized salt (%),95.8,91.4
11,Households with any usual member covered under a health insurance/financing scheme (%),27.9,10.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.3,na
13,Women who are literate (%),77.7,na
14,Women with 10 or more years of schooling (%),43.9,42.8
15,Women age 20-24 years married before age 18 years (%),8.9,17.7
16,Births in the 5 years preceding the survey that are third or higher order (%),3.4,3.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.6,4.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.4,84.0
19,Any method (%),74.4,72.6
20,Any modern method (%),64.6,70.5
21,Female sterilization (%),42.9,50.8
22,Male sterilization (%),0.3,0.0
23,IUD/PPIUD (%),4.9,5.4
24,Pill (%),2.6,2.0
25,Condom (%),13.1,11.8
26,Injectables (%),0.5,0.1
27,Total unmet need(%),8.9,7.5
28,Unmet need for spacing (%),3.1,2.9
29,Health worker ever talked to female non-users about family planning (%),24.4,27.1
30,Current users ever told about side effects of current method (%),69.6,63.9
31,Mothers who had an antenatal check-up in the first trimester (%),91.2,59.8
32,Mothers who had at least 4 antenatal care visits (%),69.9,40.5
33,Mothers whose last birth was protected against neonatal tetanus (%),97.8,97.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),54.4,32.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),34.4,17.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,97.0
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),93.3,74.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),975,980
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),93.6,na
41,Institutional births (%),98.2,90.8
42,Institutional births in public facility (%),46.1,55.9
43,Home births that were conducted by skilled health personnel (%),0.9,3.0
44,Births attended by skilled health personnel (%),98.8,93.6
45,Births delivered by caesarean section (%),18.2,15.3
46,Births in a private health facility that were delivered by caesarean section (%),23.7,25.1
47,Births in a public health facility that were delivered by caesarean section (%),12.8,11.6
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),85.5,75.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(90.6),(80.5)
50,Children age 12-23 months who have received BCG (%),100.0,96.9
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),87.0,87.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.4,90.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.1,83.7
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),38.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),97.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.4,70.0
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),64.0,91.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.2,94.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.7,5.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.7,5.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.2,0.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),47.1,40.3
67,Children under age 6 months exclusively breastfed (%),(66.1),(54.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),3.0,2.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),2.6,3.2
72,Children under 5 years who are stunted (height-for-age) (%),27.8,25.6
73,Children under 5 years who are wasted (weight-for-height) (%),16.4,23.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.1,9.3
75,Children under 5 years who are underweight (weight-for-age) (%),21.4,23.5
76,Children under 5 years who are overweight (weight-for-height) (%),1.8,5.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.5,14.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),30.2,17.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),56.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.5,66.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.0,60.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(58.7),49.8
83,All women age 15-49 years who are anaemic (%),63.8,59.5
84,All women age 15-19 years who are anaemic (%),63.6,63.5
85,Women - Blood sugar level - high (141-160 mg/dl)(%),7.1,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),5.0,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),8.2,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.9,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.7,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.5,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.4,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.3,na
