Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.3,65.1
Population below age 15 years (%),24.1,25.5
"Sex ratio of the total population (females per 1,000 males)",908,908
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",901,922
Children under age 5 years whose birth was registered with the civil authority (%),98.7,97.2
Deaths in the last 3 years registered with the civil authority (%),92.7,na
Population living in households with electricity (%),99.8,99.8
Population living in households with an improved drinking-water source (%),99.8,99.9
Population living in households that use an improved sanitation facility(%),87.3,88.7
Households using clean fuel for cooking (%),43.7,39.1
Households using iodized salt (%),94.3,96.7
Households with any usual member covered under a health insurance/financing scheme (%),29.4,3.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.1,na
Women who are literate (%),71.1,na
Women with 10 or more years of schooling (%),41.5,38.3
Women age 20-24 years married before age 18 years (%),11.7,17.1
Births in the 5 years preceding the survey that are third or higher order (%),2.8,2.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.1,3.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.7,73.8
Any method (%),75.8,76.9
Any modern method (%),62.9,70.3
Female sterilization (%),39.1,47.2
Male sterilization (%),0.6,0.4
IUD/PPIUD (%),5.0,6.7
Pill (%),2.1,1.7
Condom (%),15.6,14.3
Injectables (%),0.1,0.1
Total unmet need(%),4.6,2.6
Unmet need for spacing (%),2.2,1.1
Health worker ever talked to female non-users about family planning (%),29.1,28.0
Current users ever told about side effects of current method (%),70.8,67.1
Mothers who had an antenatal check-up in the first trimester (%),91.3,87.5
Mothers who had at least 4 antenatal care visits (%),60.1,60.7
Mothers whose last birth was protected against neonatal tetanus (%),92.3,96.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),60.3,49.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),41.5,22.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.1,83.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),96.9,77.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,012",885
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.4,na
Institutional births (%),97.9,91.2
Institutional births in public facility (%),58.9,62.4
Home births that were conducted by skilled health personnel (%),0.3,5.8
Births attended by skilled health personnel (%),97.9,97.0
Births delivered by caesarean section (%),22.2,9.1
Births in a private health facility that were delivered by caesarean section (%),38.4,15.6
Births in a public health facility that were delivered by caesarean section (%),12.2,7.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),90.7,87.6
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),96.7,90.8
Children age 12-23 months who have received BCG (%),96.8,98.7
