Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.3,64.9
Population below age 15 years (%),22.6,27.0
"Sex ratio of the total population (females per 1,000 males)",909,913
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",787,847
Children under age 5 years whose birth was registered with the civil authority (%),100.0,96.6
Deaths in the last 3 years registered with the civil authority (%),(81.6),na
Population living in households with electricity (%),99.9,99.3
Population living in households with an improved drinking-water source (%),99.3,99.7
Population living in households that use an improved sanitation facility(%),81.9,81.1
Households using clean fuel for cooking (%),38.8,41.8
Households using iodized salt (%),95.7,88.3
Households with any usual member covered under a health insurance/financing scheme (%),26.6,8.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(6.8),na
Women who are literate (%),70.6,na
Women with 10 or more years of schooling (%),44.7,36.2
Women age 20-24 years married before age 18 years (%),8.9,16.0
Births in the 5 years preceding the survey that are third or higher order (%),1.5,3.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.6,3.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),95.3,76.7
Any method (%),74.0,73.5
Any modern method (%),64.2,68.2
Female sterilization (%),40.4,41.2
Male sterilization (%),0.0,0.3
IUD/PPIUD (%),4.0,5.7
Pill (%),1.7,1.7
Condom (%),18.0,18.9
Injectables (%),0.1,0.0
Total unmet need(%),8.3,5.4
Unmet need for spacing (%),4.2,3.9
Health worker ever talked to female non-users about family planning (%),12.1,24.2
Current users ever told about side effects of current method (%),(56.1),66.3
Mothers who had an antenatal check-up in the first trimester (%),93.9,77.2
Mothers who had at least 4 antenatal care visits (%),61.9,55.9
Mothers whose last birth was protected against neonatal tetanus (%),96.6,98.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),44.2,41.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),29.7,13.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,93.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),97.4,77.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,705",503
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,3.8
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),98.4,na
Institutional births (%),99.3,85.1
Institutional births in public facility (%),67.3,51.1
Home births that were conducted by skilled health personnel (%),0.0,6.6
Births attended by skilled health personnel (%),99.3,91.7
Births delivered by caesarean section (%),27.2,17.3
Births in a private health facility that were delivered by caesarean section (%),(53.8),31.3
Births in a public health facility that were delivered by caesarean section (%),14.8,12.9
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),*,75.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,91.1
Children age 12-23 months who have received BCG (%),*,100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),*,79.0
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,88.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,87.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,74.6
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.4,75.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,94.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,5.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.2,8.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(53.1)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(35.2)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(75.2)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,3.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,80.7
Children under age 3 years breastfed within one hour of birth (%),39.9,45.0
Children under age 6 months exclusively breastfed (%),*,(50.9)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(30.7)
Breastfeeding children age 6-23 months receiving an adequate diet (%),(6.8),0.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(0.0)
Total children age 6-23 months receiving an adequate diet (%),(9.1),0.0
Children under 5 years who are stunted (height-for-age) (%),25.0,34.2
Children under 5 years who are wasted (weight-for-height) (%),12.6,22.5
Children under 5 years who are severely wasted (weight-for-height) (%),5.1,7.2
Children under 5 years who are underweight (weight-for-age) (%),23.4,30.1
Children under 5 years who are overweight (weight-for-height) (%),0.7,2.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.8,20.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),29.3,23.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),63.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.1,72.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.1,59.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,52.8
All women age 15-49 years who are anaemic (%),61.9,59.3
All women age 15-19 years who are anaemic (%),64.9,62.3
Women - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),8.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),10.3,na
Men - Blood sugar level - very high (>160 mg/dl) (%),12.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),23.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.9,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.5,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),26.8,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.6,na
Women age 15 years and above who use any kind of tobacco (%),1.1,na
Men age 15 years and above who use any kind of tobacco (%),21.7,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),12.9,na
