Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),89.2,86.2
Population below age 15 years (%),31.4,31.4
"Sex ratio of the total population (females per 1,000 males)",984,"1,021"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,011","1,155"
Children under age 5 years whose birth was registered with the civil authority (%),92.0,94.5
Deaths in the last 3 years registered with the civil authority (%),(53.8),na
Population living in households with electricity (%),98.6,99.0
Population living in households with an improved drinking-water source (%),60.4,72.7
Population living in households that use an improved sanitation facility(%),88.4,86.5
Households using clean fuel for cooking (%),22.3,9.8
Households using iodized salt (%),83.6,98.9
Households with any usual member covered under a health insurance/financing scheme (%),79.5,56.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),20.1,na
Women who are literate (%),88.6,na
Women with 10 or more years of schooling (%),38.4,51.5
Women age 20-24 years married before age 18 years (%),10.2,10.2
Births in the 5 years preceding the survey that are third or higher order (%),1.3,0.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.1,5.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),66.6,74.2
Any method (%),37.6,21.8
Any modern method (%),33.3,21.6
Female sterilization (%),3.8,8.0
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),9.0,3.0
Pill (%),15.8,9.7
Condom (%),2.8,0.5
Injectables (%),1.6,0.4
Total unmet need(%),25.3,16.2
Unmet need for spacing (%),14.4,11.7
Health worker ever talked to female non-users about family planning (%),20.3,42.4
Current users ever told about side effects of current method (%),63.7,(43.7)
Mothers who had an antenatal check-up in the first trimester (%),68.7,56.6
Mothers who had at least 4 antenatal care visits (%),33.3,51.7
Mothers whose last birth was protected against neonatal tetanus (%),86.0,93.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.8,48.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),14.6,21.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.9,100.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),65.9,85.1
