,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),85.3,79.3
1,Population below age 15 years (%),40.4,40.0
2,"Sex ratio of the total population (females per 1,000 males)",998,"1,007"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",871,"1,113"
4,Children under age 5 years whose birth was registered with the civil authority (%),85.9,83.0
5,Deaths in the last 3 years registered with the civil authority (%),51.1,na
6,Population living in households with electricity (%),92.1,86.7
7,Population living in households with an improved drinking-water source (%),86.2,70.5
8,Population living in households that use an improved sanitation facility(%),85.3,58.1
9,Households using clean fuel for cooking (%),21.0,9.6
10,Households using iodized salt (%),96.6,97.8
11,Households with any usual member covered under a health insurance/financing scheme (%),66.8,36.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),28.7,na
13,Women who are literate (%),89.5,na
14,Women with 10 or more years of schooling (%),23.1,14.9
15,Women age 20-24 years married before age 18 years (%),20.3,20.6
16,Births in the 5 years preceding the survey that are third or higher order (%),5.5,5.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.8,10.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),67.8,56.3
19,Any method (%),33.1,23.7
20,Any modern method (%),19.7,22.8
21,Female sterilization (%),6.3,6.6
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),4.9,2.0
24,Pill (%),3.7,11.1
25,Condom (%),4.4,2.5
26,Injectables (%),0.2,0.4
27,Total unmet need(%),27.0,23.9
28,Unmet need for spacing (%),18.4,18.2
29,Health worker ever talked to female non-users about family planning (%),34.2,20.3
30,Current users ever told about side effects of current method (%),71.1,43.3
31,Mothers who had an antenatal check-up in the first trimester (%),56.1,43.8
32,Mothers who had at least 4 antenatal care visits (%),61.0,40.5
33,Mothers whose last birth was protected against neonatal tetanus (%),86.2,75.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.8,33.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),22.4,11.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.5,97.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39.5,45.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,648","2,206"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.0,1.2
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39.3,na
41,Institutional births (%),56.9,44.9
42,Institutional births in public facility (%),45.6,38.3
43,Home births that were conducted by skilled health personnel (%),8.4,2.2
44,Births attended by skilled health personnel (%),65.8,46.4
45,Births delivered by caesarean section (%),8.7,5.8
46,Births in a private health facility that were delivered by caesarean section (%),36.6,(43.5)
47,Births in a public health facility that were delivered by caesarean section (%),10.0,7.7
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),74.8,55.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.7,80.5
50,Children age 12-23 months who have received BCG (%),94.0,84.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),77.1,63.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.8,71.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),80.9,73.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),11.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),4.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),71.5,55.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),66.6,66.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.6,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.1,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.3,14.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),69.6,82.4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),42.1,53.1
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),53.5,79.3
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.6,5.0
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.7,81.1
66,Children under age 3 years breastfed within one hour of birth (%),85.9,76.1
67,Children under age 6 months exclusively breastfed (%),36.8,34.1
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(63.5),(61.4)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),38.2,33.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(34.7),(8.8)
71,Total children age 6-23 months receiving an adequate diet  (%),37.3,28.9
72,Children under 5 years who are stunted (height-for-age) (%),42.5,51.6
73,Children under 5 years who are wasted (weight-for-height) (%),17.9,9.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.5,5.1
75,Children under 5 years who are underweight (weight-for-age) (%),29.6,30.8
76,Children under 5 years who are overweight (weight-for-height) (%),4.8,4.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.5,16.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),12.2,10.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),45.7,44.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.2,68.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),65.0,66.7
83,All women age 15-49 years who are anaemic (%),62.4,68.0
84,All women age 15-19 years who are anaemic (%),57.1,61.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.8,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.0,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),2.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.4,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.0,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.5,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.3,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.0,na
97,Ever undergone a screening test for cervical cancer (%),0.6,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),34.1,na
101,Men age 15 years and above who use any kind of tobacco (%),60.4,na
102,Women age 15 years and above who consume alcohol (%),0.7,na
103,Men age 15 years and above who consume alcohol (%),30.9,na
