Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),80.3
Population below age 15 years (%),23.0
"Sex ratio of the total population (females per 1,000 males)",959
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",844
Children under age 5 years whose birth was registered with the civil authority (%),94.3
Deaths in the last 3 years registered with the civil authority (%),82.8
Population living in households with electricity (%),99.9
Population living in households with an improved drinking-water source (%),99.6
Population living in households that use an improved sanitation facility(%),84.4
Households using clean fuel for cooking (%),99.5
Households using iodized salt (%),97.4
Households with any usual member covered under a health insurance/financing scheme (%),48.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),19.9
Women who are literate (%),83.6
Women with 10 or more years of schooling (%),63.2
Women age 20-24 years married before age 18 years (%),10.6
Births in the 5 years preceding the survey that are third or higher order (%),4.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.2
Any method (%),71.8
Any modern method (%),70.0
Female sterilization (%),64.6
Male sterilization (%),0.0
IUD/PPIUD (%),1.8
Pill (%),1.9
Condom (%),1.1
Injectables (%),0.0
Total unmet need(%),6.1
Unmet need for spacing (%),2.9
Health worker ever talked to female non-users about family planning (%),18.5
Current users ever told about side effects of current method (%),58.2
Mothers who had an antenatal check-up in the first trimester (%),87.9
Mothers who had at least 4 antenatal care visits (%),69.9
Mothers whose last birth was protected against neonatal tetanus (%),89.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),72.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),38.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,815"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.9
Institutional births (%),98.3
Institutional births in public facility (%),48.3
Home births that were conducted by skilled health personnel (%),0.0
Births attended by skilled health personnel (%),94.6
Births delivered by caesarean section (%),59.7
Births in a private health facility that were delivered by caesarean section (%),85.0
Births in a public health facility that were delivered by caesarean section (%),35.4
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(73.8)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.6)
Children age 12-23 months who have received BCG (%),(82.1)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(76.3)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(75.4)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(77.9)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(19.8)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.5)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(70.1)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),62.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(84.3)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(5.3)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Children under age 3 years breastfed within one hour of birth (%),48.1
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),(6.2)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),(4.8)
Children under 5 years who are stunted (height-for-age) (%),30.4
Children under 5 years who are wasted (weight-for-height) (%),17.7
Children under 5 years who are severely wasted (weight-for-height) (%),8.0
Children under 5 years who are underweight (weight-for-age) (%),18.9
Children under 5 years who are overweight (weight-for-height) (%),4.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),51.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),43.9
