Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),51.1
Population below age 15 years (%),23.4
"Sex ratio of the total population (females per 1,000 males)","1,104"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",870
Children under age 5 years whose birth was registered with the civil authority (%),91.0
Deaths in the last 3 years registered with the civil authority (%),73.9
Population living in households with electricity (%),99.5
Population living in households with an improved drinking-water source (%),99.4
Population living in households that use an improved sanitation facility(%),68.2
Households using clean fuel for cooking (%),82.3
Households using iodized salt (%),93.6
Households with any usual member covered under a health insurance/financing scheme (%),66.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(8.2)
Women who are literate (%),58.6
Women with 10 or more years of schooling (%),35.6
Women age 20-24 years married before age 18 years (%),30.8
Births in the 5 years preceding the survey that are third or higher order (%),2.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.3
Any method (%),56.8
Any modern method (%),56.8
Female sterilization (%),55.9
Male sterilization (%),0.1
IUD/PPIUD (%),0.3
Pill (%),0.2
Condom (%),0.3
Injectables (%),0.0
Total unmet need(%),9.8
Unmet need for spacing (%),5.4
Health worker ever talked to female non-users about family planning (%),9.4
Current users ever told about side effects of current method (%),44.4
Mothers who had an antenatal check-up in the first trimester (%),87.5
Mothers who had at least 4 antenatal care visits (%),79.5
Mothers whose last birth was protected against neonatal tetanus (%),90.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),56.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),28.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,957"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.0
Institutional births (%),97.1
Institutional births in public facility (%),59.1
Home births that were conducted by skilled health personnel (%),1.5
Births attended by skilled health personnel (%),93.2
Births delivered by caesarean section (%),55.4
Births in a private health facility that were delivered by caesarean section (%),79.8
Births in a public health facility that were delivered by caesarean section (%),42.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),75.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(84.1)
Children age 12-23 months who have received BCG (%),94.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),85.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.2
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),38.4
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),9.2
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),82.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),79.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.8)
Children under age 3 years breastfed within one hour of birth (%),37.7
Children under age 6 months exclusively breastfed (%),(54.2)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),7.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),11.7
Children under 5 years who are stunted (height-for-age) (%),33.4
Children under 5 years who are wasted (weight-for-height) (%),34.5
Children under 5 years who are severely wasted (weight-for-height) (%),17.9
Children under 5 years who are underweight (weight-for-age) (%),43.9
Children under 5 years who are overweight (weight-for-height) (%),3.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),41.3
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),71.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
All women age 15-49 years who are anaemic (%),58.9
All women age 15-19 years who are anaemic (%),65.5
Women - Blood sugar level - high (141-160 mg/dl)(%),5.4
Women - Blood sugar level - very high (>160 mg/dl)(%),5.8
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.9
Men - Blood sugar level - high (141-160 mg/dl)(%),6.9
Men - Blood sugar level - very high (>160 mg/dl) (%),8.9
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.5
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.8
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.7
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.9
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.1
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.1
Ever undergone a screening test for cervical cancer (%),2.0
Ever undergone a breast examination for breast cancer (%),0.6
Ever undergone an oral cavity examination for oral cancer (%),1.6
Women age 15 years and above who use any kind of tobacco (%),5.6
Men age 15 years and above who use any kind of tobacco (%),25.7
Women age 15 years and above who consume alcohol (%),16.7
Men age 15 years and above who consume alcohol (%),41.8
