Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),56.6
Population below age 15 years (%),19.1
"Sex ratio of the total population (females per 1,000 males)","1,066"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,089"
Children under age 5 years whose birth was registered with the civil authority (%),86.6
Deaths in the last 3 years registered with the civil authority (%),66.3
Population living in households with electricity (%),99.3
Population living in households with an improved drinking-water source (%),99.4
Population living in households that use an improved sanitation facility(%),84.3
Households using clean fuel for cooking (%),91.1
Households using iodized salt (%),96.8
Households with any usual member covered under a health insurance/financing scheme (%),71.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(9.3)
Women who are literate (%),65.5
Women with 10 or more years of schooling (%),44.0
Women age 20-24 years married before age 18 years (%),20.3
Births in the 5 years preceding the survey that are third or higher order (%),1.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.6
Any method (%),71.0
Any modern method (%),70.4
Female sterilization (%),67.2
Male sterilization (%),1.4
IUD/PPIUD (%),0.3
Pill (%),0.3
Condom (%),0.4
Injectables (%),0.0
Total unmet need(%),4.6
Unmet need for spacing (%),2.5
Health worker ever talked to female non-users about family planning (%),19.5
Current users ever told about side effects of current method (%),33.9
Mothers who had an antenatal check-up in the first trimester (%),89.7
Mothers who had at least 4 antenatal care visits (%),65.4
Mothers whose last birth was protected against neonatal tetanus (%),86.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),59.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),34.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,741"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),96.5
Institutional births (%),99.6
Institutional births in public facility (%),49.6
Home births that were conducted by skilled health personnel (%),0.0
Births attended by skilled health personnel (%),90.1
Births delivered by caesarean section (%),79.1
Births in a private health facility that were delivered by caesarean section (%),86.0
Births in a public health facility that were delivered by caesarean section (%),73.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(84.2)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.2)
Children age 12-23 months who have received BCG (%),(94.7)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(84.2)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(94.7)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(94.7)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(40.6)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(0.0)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(89.4)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),80.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),81.0
Children under age 3 years breastfed within one hour of birth (%),41.9
Children under age 6 months exclusively breastfed (%),(79.3)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),(11.1)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),10.7
Children under 5 years who are stunted (height-for-age) (%),33.4
Children under 5 years who are wasted (weight-for-height) (%),22.9
Children under 5 years who are severely wasted (weight-for-height) (%),10.1
Children under 5 years who are underweight (weight-for-age) (%),30.9
