Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),52.3
Population below age 15 years (%),23.4
"Sex ratio of the total population (females per 1,000 males)","1,051"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",848
Children under age 5 years whose birth was registered with the civil authority (%),85.3
Deaths in the last 3 years registered with the civil authority (%),58.3
Population living in households with electricity (%),99.4
Population living in households with an improved drinking-water source (%),99.9
Population living in households that use an improved sanitation facility(%),78.2
Households using clean fuel for cooking (%),80.1
Households using iodized salt (%),97.1
Households with any usual member covered under a health insurance/financing scheme (%),61.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.2
Women who are literate (%),57.7
Women with 10 or more years of schooling (%),39.3
Women age 20-24 years married before age 18 years (%),31.8
Births in the 5 years preceding the survey that are third or higher order (%),0.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.3
Any method (%),57.4
Any modern method (%),55.7
Female sterilization (%),53.9
Male sterilization (%),0.3
IUD/PPIUD (%),0.0
Pill (%),0.3
Condom (%),0.7
Injectables (%),0.0
Total unmet need(%),7.4
Unmet need for spacing (%),3.8
Health worker ever talked to female non-users about family planning (%),9.1
Current users ever told about side effects of current method (%),51.4
Mothers who had an antenatal check-up in the first trimester (%),78.9
Mothers who had at least 4 antenatal care visits (%),68.5
Mothers whose last birth was protected against neonatal tetanus (%),81.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),41.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),23.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),80.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"6,139"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.8
Institutional births (%),98.9
Institutional births in public facility (%),62.2
Home births that were conducted by skilled health personnel (%),1.1
Births attended by skilled health personnel (%),92.9
Births delivered by caesarean section (%),51.3
Births in a private health facility that were delivered by caesarean section (%),76.1
Births in a public health facility that were delivered by caesarean section (%),37.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(69.3)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.1)
Children age 12-23 months who have received BCG (%),(93.2)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(72.0)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(87.6)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(82.7)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(41.0)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(21.0)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(85.4)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),85.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),13.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(41.6)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(37.5)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(70.5)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(60.1)
Children under age 3 years breastfed within one hour of birth (%),32.9
Children under age 6 months exclusively breastfed (%),(70.8)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),10.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),12.3
Children under 5 years who are stunted (height-for-age) (%),36.4
Children under 5 years who are wasted (weight-for-height) (%),21.3
Children under 5 years who are severely wasted (weight-for-height) (%),3.5
Children under 5 years who are underweight (weight-for-age) (%),42.0
Children under 5 years who are overweight (weight-for-height) (%),1.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),31.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
All women age 15-49 years who are anaemic (%),54.4
All women age 15-19 years who are anaemic (%),57.7
Women - Blood sugar level - high (141-160 mg/dl)(%),5.7
Women - Blood sugar level - very high (>160 mg/dl)(%),7.0
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.0
Men - Blood sugar level - high (141-160 mg/dl)(%),6.9
Men - Blood sugar level - very high (>160 mg/dl) (%),10.9
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.5
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.7
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.7
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.4
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),28.9
Ever undergone a screening test for cervical cancer (%),4.0
Ever undergone a breast examination for breast cancer (%),0.4
Ever undergone an oral cavity examination for oral cancer (%),2.7
Women age 15 years and above who use any kind of tobacco (%),6.4
Men age 15 years and above who use any kind of tobacco (%),26.2
Women age 15 years and above who consume alcohol (%),23.8
Men age 15 years and above who consume alcohol (%),54.0
