Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),84.2
Population below age 15 years (%),24.4
"Sex ratio of the total population (females per 1,000 males)",904
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",878
Children under age 5 years whose birth was registered with the civil authority (%),96.9
Deaths in the last 3 years registered with the civil authority (%),93.2
Population living in households with electricity (%),100.0
Population living in households with an improved drinking-water source (%),99.7
Population living in households that use an improved sanitation facility(%),88.2
Households using clean fuel for cooking (%),99.1
Households using iodized salt (%),97.6
Households with any usual member covered under a health insurance/financing scheme (%),28.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.7
Women who are literate (%),85.0
Women with 10 or more years of schooling (%),62.9
Women age 20-24 years married before age 18 years (%),10.1
Births in the 5 years preceding the survey that are third or higher order (%),0.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),95.6
Any method (%),80.0
Any modern method (%),60.5
Female sterilization (%),18.8
Male sterilization (%),0.1
IUD/PPIUD (%),7.7
Pill (%),2.4
Condom (%),28.8
Injectables (%),0.6
Total unmet need(%),5.3
Unmet need for spacing (%),1.6
Health worker ever talked to female non-users about family planning (%),17.8
Current users ever told about side effects of current method (%),58.0
Mothers who had an antenatal check-up in the first trimester (%),84.8
Mothers who had at least 4 antenatal care visits (%),77.9
Mothers whose last birth was protected against neonatal tetanus (%),94.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),65.6
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),48.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days ofdelivery (%),86.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,703"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days ofdelivery (%),85.1
Institutional births (%),94.0
Institutional births in public facility (%),62.6
Home births that were conducted by skilled health personnel (%),1.8
Births attended by skilled health personnel (%),95.5
Births delivered by caesarean section (%),22.3
Births in a private health facility that were delivered by caesarean section (%),33.6
Births in a public health facility that were delivered by caesarean section (%),18.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),78.3
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),78.0
Children age 12-23 months who have received BCG (%),95.4
Children age 12-23 months who have received 3 doses of polio vaccine (%),83.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.4
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),88.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),39.1
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),14.8
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),79.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),54.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),8.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(64.6)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(45.1)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(81.1)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),8.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),79.2
Children under age 3 years breastfed within one hour of birth (%),48.4
Children under age 6 months exclusively breastfed (%),(51.6)
