Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),90.7,82.0
Population below age 15 years (%),30.7,33.0
"Sex ratio of the total population (females per 1,000 males)",991,960
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",794,"1,051"
Children under age 5 years whose birth was registered with the civil authority (%),99.1,97.6
Deaths in the last 3 years registered with the civil authority (%),(88.4),na
Population living in households with electricity (%),97.9,85.6
Population living in households with an improved drinking-water source (%),97.3,82.3
Population living in households that use an improved sanitation facility(%),92.7,66.2
Households using clean fuel for cooking (%),73.3,38.0
Households using iodized salt (%),99.4,97.6
Households with any usual member covered under a health insurance/financing scheme (%),61.7,50.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.3,na
Women who are literate (%),89.6,na
Women with 10 or more years of schooling (%),40.0,21.7
Women age 20-24 years married before age 18 years (%),16.8,17.8
Births in the 5 years preceding the survey that are third or higher order (%),1.2,2.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.3,5.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.0,87.6
Any method (%),41.6,34.3
Any modern method (%),41.3,34.3
Female sterilization (%),17.7,16.0
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),4.0,2.4
Pill (%),19.2,14.9
Condom (%),0.2,1.0
Injectables (%),0.2,0.0
Total unmet need(%),17.0,23.5
Unmet need for spacing (%),14.0,15.3
Health worker ever talked to female non-users about family planning (%),15.8,16.4
Current users ever told about side effects of current method (%),62.6,47.5
Mothers who had an antenatal check-up in the first trimester (%),64.5,60.7
Mothers who had at least 4 antenatal care visits (%),52.5,44.8
Mothers whose last birth was protected against neonatal tetanus (%),80.7,77.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),68.8,50.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),4.5,1.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.9,94.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),63.9,48.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,150","2,986"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),44.9,na
Institutional births (%),75.0,58.0
Institutional births in public facility (%),71.8,52.9
Home births that were conducted by skilled health personnel (%),7.1,10.1
Births attended by skilled health personnel (%),81.1,67.6
Births delivered by caesarean section (%),3.5,3.3
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),3.5,4.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),85.9,40.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),85.7,(71.3)
Children age 12-23 months who have received BCG (%),98.5,64.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),87.4,55.4
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.2,54.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.2,56.8
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),19.2,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),2.5,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.1,48.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),60.8,63.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,96.5
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.6,9.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(66.1)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(18.2)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(31.1)
