Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),92.2,90.0
Population below age 15 years (%),31.7,34.0
"Sex ratio of the total population (females per 1,000 males)",994,995
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,171",986
Children under age 5 years whose birth was registered with the civil authority (%),97.5,96.9
Deaths in the last 3 years registered with the civil authority (%),(75.3),na
Population living in households with electricity (%),99.7,99.4
Population living in households with an improved drinking-water source (%),95.2,93.2
Population living in households that use an improved sanitation facility(%),91.5,80.5
Households using clean fuel for cooking (%),83.7,56.6
Households using iodized salt (%),98.7,99.8
Households with any usual member covered under a health insurance/financing scheme (%),44.2,54.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.0,na
Women who are literate (%),95.1,na
Women with 10 or more years of schooling (%),50.2,41.6
Women age 20-24 years married before age 18 years (%),11.8,12.1
Births in the 5 years preceding the survey that are third or higher order (%),2.7,4.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.7,4.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),83.0,92.9
Any method (%),22.6,33.4
Any modern method (%),21.7,33.4
Female sterilization (%),7.9,25.5
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),4.3,3.7
Pill (%),6.9,3.9
Condom (%),2.5,0.2
Injectables (%),0.2,0.1
Total unmet need(%),22.5,25.3
Unmet need for spacing (%),15.2,18.0
Health worker ever talked to female non-users about family planning (%),22.2,15.7
Current users ever told about side effects of current method (%),43.9,68.5
Mothers who had an antenatal check-up in the first trimester (%),60.7,63.8
Mothers who had at least 4 antenatal care visits (%),35.5,48.2
Mothers whose last birth was protected against neonatal tetanus (%),72.6,86.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.4,53.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.0,3.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.9,96.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.6,52.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"7,521","3,179"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),8.5,0.9
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),22.8,na
Institutional births (%),73.8,58.9
Institutional births in public facility (%),70.3,55.4
Home births that were conducted by skilled health personnel (%),10.0,11.4
Births attended by skilled health personnel (%),80.5,70.2
Births delivered by caesarean section (%),9.5,3.4
Births in a private health facility that were delivered by caesarean section (%),*,(39.9)
Births in a public health facility that were delivered by caesarean section (%),10.6,3.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),60.3,55.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.8,76.4
Children age 12-23 months who have received BCG (%),69.9,79.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),61.5,66.0
