Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),97.9,98.7
Population below age 15 years (%),18.8,16.7
"Sex ratio of the total population (females per 1,000 males)","1,071","1,029"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",865,"1,077"
Children under age 5 years whose birth was registered with the civil authority (%),97.2,96.8
Deaths in the last 3 years registered with the civil authority (%),97.6,na
Population living in households with electricity (%),99.6,99.7
Population living in households with an improved drinking-water source (%),97.1,97.1
Population living in households that use an improved sanitation facility(%),98.6,99.1
Households using clean fuel for cooking (%),72.5,62.6
Households using iodized salt (%),97.4,99.1
Households with any usual member covered under a health insurance/financing scheme (%),53.2,50.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(33.7),na
Women who are literate (%),99.7,na
Women with 10 or more years of schooling (%),85.8,81.4
Women age 20-24 years married before age 18 years (%),1.6,1.3
Births in the 5 years preceding the survey that are third or higher order (%),0.0,1.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.8,0.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.1,88.6
Any method (%),44.7,52.9
Any modern method (%),40.3,50.0
Female sterilization (%),33.0,42.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.9,2.0
Pill (%),0.7,0.2
Condom (%),3.6,5.7
Injectables (%),0.0,0.0
Total unmet need(%),16.1,11.2
Unmet need for spacing (%),5.6,7.2
Health worker ever talked to female non-users about family planning (%),17.5,15.0
Current users ever told about side effects of current method (%),(40.8),66.2
Mothers who had an antenatal check-up in the first trimester (%),81.6,98.0
Mothers who had at least 4 antenatal care visits (%),55.1,85.4
Mothers whose last birth was protected against neonatal tetanus (%),83.6,98.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.1,59.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),44.0,37.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),90.4,95.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.0,88.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"(10,236)","6,260"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.5,na
Institutional births (%),98.7,100.0
Institutional births in public facility (%),44.3,49.4
Home births that were conducted by skilled health personnel (%),0.7,0.0
Births attended by skilled health personnel (%),99.3,100.0
Births delivered by caesarean section (%),48.0,28.3
Births in a private health facility that were delivered by caesarean section (%),49.4,43.2
Births in a public health facility that were delivered by caesarean section (%),47.7,13.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),*,(95.2)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,(95.1)
Children age 12-23 months who have received BCG (%),*,(100.0)
Children age 12-23 months who have received 3 doses of polio vaccine (%),*,(100.0)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,(100.0)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,(95.2)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,(100.0)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.2,80.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,(68.2)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,(31.8)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.2,0.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.2,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),86.6,*
Children under age 3 years breastfed within one hour of birth (%),51.1,79.0
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(16.9),(23.3)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),(19.0),(23.8)
Children under 5 years who are stunted (height-for-age) (%),23.4,22.0
Children under 5 years who are wasted (weight-for-height) (%),8.4,16.2
Children under 5 years who are severely wasted (weight-for-height) (%),2.3,6.2
Children under 5 years who are underweight (weight-for-age) (%),17.3,11.3
Children under 5 years who are overweight (weight-for-height) (%),3.2,3.7
