,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),97.8,97.2
1,Population below age 15 years (%),16.6,17.5
2,"Sex ratio of the total population (females per 1,000 males)","1,108","1,101"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,485","1,112"
4,Children under age 5 years whose birth was registered with the civil authority (%),95.3,94.5
5,Deaths in the last 3 years registered with the civil authority (%),100.0,na
6,Population living in households with electricity (%),99.9,99.6
7,Population living in households with an improved drinking-water source (%),98.4,93.9
8,Population living in households that use an improved sanitation facility(%),99.2,97.2
9,Households using clean fuel for cooking (%),79.2,64.2
10,Households using iodized salt (%),99.9,98.2
11,Households with any usual member covered under a health insurance/financing scheme (%),60.4,56.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(46.8),na
13,Women who are literate (%),99.7,na
14,Women with 10 or more years of schooling (%),78.8,73.8
15,Women age 20-24 years married before age 18 years (%),3.8,1.2
16,Births in the 5 years preceding the survey that are third or higher order (%),0.6,0.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.9,2.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.1,84.2
19,Any method (%),61.5,45.1
20,Any modern method (%),56.9,42.7
21,Female sterilization (%),49.6,36.5
22,Male sterilization (%),0.6,0.2
23,IUD/PPIUD (%),1.3,3.1
24,Pill (%),0.2,0.3
25,Condom (%),4.3,2.6
26,Injectables (%),0.0,0.0
27,Total unmet need(%),12.3,17.7
28,Unmet need for spacing (%),6.0,7.2
29,Health worker ever talked to female non-users about family planning (%),11.0,19.2
30,Current users ever told about side effects of current method (%),40.9,50.2
31,Mothers who had an antenatal check-up in the first trimester (%),85.1,92.4
32,Mothers who had at least 4 antenatal care visits (%),65.7,79.6
33,Mothers whose last birth was protected against neonatal tetanus (%),87.5,90.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),61.0,54.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),52.0,43.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.4,87.5
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.2,78.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"(10,557)","(9,472)"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.1,na
41,Institutional births (%),99.4,99.0
42,Institutional births in public facility (%),49.0,44.1
43,Home births that were conducted by skilled health personnel (%),0.6,0.0
44,Births attended by skilled health personnel (%),100.0,99.0
45,Births delivered by caesarean section (%),47.8,43.2
46,Births in a private health facility that were delivered by caesarean section (%),53.8,49.9
47,Births in a public health facility that were delivered by caesarean section (%),42.2,35.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(61.9),*
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,*
50,Children age 12-23 months who have received BCG (%),(96.9),*
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(79.3),*
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(76.8),*
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(83.3),*
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(22.2),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(8.7),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(76.8),*
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),93.6,89.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),*
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),*
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,3.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.8,1.4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),79.9,(88.4)
66,Children under age 3 years breastfed within one hour of birth (%),62.1,60.2
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(17.2),(5.4)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),(17.9),(5.0)
72,Children under 5 years who are stunted (height-for-age) (%),20.1,14.5
73,Children under 5 years who are wasted (weight-for-height) (%),14.4,16.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.1,3.5
75,Children under 5 years who are underweight (weight-for-age) (%),20.4,17.2
76,Children under 5 years who are overweight (weight-for-height) (%),4.5,4.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.3,12.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),41.9,37.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),58.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),30.3,24.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),32.0,26.6
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(35.3)
83,All women age 15-49 years who are anaemic (%),31.9,27.0
84,All women age 15-19 years who are anaemic (%),22.9,28.4
85,Women - Blood sugar level - high (141-160 mg/dl)(%),9.4,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),12.4,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),25.2,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),8.2,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),14.6,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),25.4,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.2,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),32.1,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.5,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.7,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),36.2,na
97,Ever undergone a screening test for cervical cancer (%),4.7,na
98,Ever undergone a breast examination for breast cancer (%),2.6,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.7,na
100,Women age 15 years and above who use any kind of tobacco (%),1.8,na
101,Men age 15 years and above who use any kind of tobacco (%),18.3,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),29.0,na
