Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),97.8,96.5
Population below age 15 years (%),18.8,18.3
"Sex ratio of the total population (females per 1,000 males)","1,167","1,075"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",763,"1,120"
Children under age 5 years whose birth was registered with the civil authority (%),100.0,96.0
Deaths in the last 3 years registered with the civil authority (%),100.0,na
Population living in households with electricity (%),100.0,99.8
Population living in households with an improved drinking-water source (%),93.7,95.7
Population living in households that use an improved sanitation facility(%),99.5,99.7
Households using clean fuel for cooking (%),76.3,67.5
Households using iodized salt (%),99.7,99.2
Households with any usual member covered under a health insurance/financing scheme (%),48.7,38.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(30.9),na
Women who are literate (%),99.4,na
Women with 10 or more years of schooling (%),79.2,76.4
Women age 20-24 years married before age 18 years (%),1.0,2.3
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.0,2.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),87.5,92.7
Any method (%),69.7,63.8
Any modern method (%),61.5,62.1
Female sterilization (%),52.9,56.9
Male sterilization (%),0.0,0.3
IUD/PPIUD (%),2.9,2.1
Pill (%),0.6,0.4
Condom (%),4.6,2.4
Injectables (%),0.0,0.0
Total unmet need(%),10.9,10.3
Unmet need for spacing (%),4.9,7.4
Health worker ever talked to female non-users about family planning (%),10.1,19.8
Current users ever told about side effects of current method (%),59.7,47.9
Mothers who had an antenatal check-up in the first trimester (%),97.1,97.2
Mothers who had at least 4 antenatal care visits (%),82.4,83.1
Mothers whose last birth was protected against neonatal tetanus (%),95.7,95.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),78.6,70.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),70.8,47.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.0,82.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.2,85.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"(5,007)","(5,053)"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.4,na
Institutional births (%),100.0,100.0
Institutional births in public facility (%),30.9,34.7
Home births that were conducted by skilled health personnel (%),0.0,0.0
Births attended by skilled health personnel (%),100.0,100.0
Births delivered by caesarean section (%),45.7,33.7
Births in a private health facility that were delivered by caesarean section (%),43.0,34.4
Births in a public health facility that were delivered by caesarean section (%),(51.9),(32.5)
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),*,(88.3)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,*
Children age 12-23 months who have received BCG (%),*,(100.0)
Children age 12-23 months who have received 3 doses of polio vaccine (%),*,(94.7)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,(97.4)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,(93.6)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,(79.1)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),87.7,72.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,(85.4)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,(14.6)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.2,0.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.3,1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(89.4),*
Children under age 3 years breastfed within one hour of birth (%),69.0,73.1
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(11.5),(7.4)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),(14.3),(8.9)
Children under 5 years who are stunted (height-for-age) (%),22.0,20.8
Children under 5 years who are wasted (weight-for-height) (%),9.6,15.3
Children under 5 years who are severely wasted (weight-for-height) (%),3.8,9.4
Children under 5 years who are underweight (weight-for-age) (%),17.3,14.0
Children under 5 years who are overweight (weight-for-height) (%),6.1,3.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.9,8.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),42.8,28.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),71.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),48.7,39.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),44.9,42.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
All women age 15-49 years who are anaemic (%),44.4,42.1
All women age 15-19 years who are anaemic (%),36.5,47.9
Women - Blood sugar level - high (141-160 mg/dl)(%),8.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),15.1,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),28.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),11.0,na
Men - Blood sugar level - very high (>160 mg/dl) (%),16.6,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),31.7,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1,na
