,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),94.9,94.7
2,Population below age 15 years (%),27.0,25.9
3,"Sex ratio of the total population (females per 1,000 males)","1,101",999
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",807,936
5,Children under age 5 years whose birth was registered with the civil authority (%),99.7,97.6
6,Deaths in the last 3 years registered with the civil authority (%),97.3,na
7,Population living in households with electricity (%),99.7,99.5
8,Population living in households with an improved drinking-water source (%),97.7,93.6
9,Population living in households that use an improved sanitation facility(%),99.9,98.5
10,Households using clean fuel for cooking (%),59.0,45.7
11,Households using iodized salt (%),99.4,99.3
12,Households with any usual member covered under a health insurance/financing scheme (%),42.8,37.3
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.7,na
15,Women who are literate (%),99.2,na
16,Women with 10 or more years of schooling (%),69.5,65.5
18,Women age 20-24 years married before age 18 years (%),15.3,23.3
19,Births in the 5 years preceding the survey that are third or higher order (%),0.3,0.4
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.6,4.0
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.7,88.6
23,Any method (%),58.6,43.1
24,Any modern method (%),41.5,39.7
25,Female sterilization (%),36.8,36.6
26,Male sterilization (%),0.0,0.0
27,IUD/PPIUD (%),0.8,1.1
28,Pill (%),0.4,0.3
29,Condom (%),1.9,1.7
30,Injectables (%),0.0,0.0
32,Total unmet need(%),13.8,17.4
33,Unmet need for spacing (%),8.5,11.3
35,Health worker ever talked to female non-users about family planning (%),10.9,14.3
36,Current users ever told about side effects of current method (%),61.3,58.0
39,Mothers who had an antenatal check-up in the first trimester (%),95.3,96.9
40,Mothers who had at least 4 antenatal care visits (%),90.4,93.2
41,Mothers whose last birth was protected against neonatal tetanus (%),99.6,96.6
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),92.3,64.0
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),71.1,41.7
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.5,74.9
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),96.9,93.8
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"6,760","6,202"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.1,na
52,Institutional births (%),100.0,99.6
53,Institutional births in public facility (%),25.6,32.7
54,Home births that were conducted by skilled health personnel (%),0.0,0.4
55,Births attended by skilled health personnel (%),100.0,100.0
56,Births delivered by caesarean section (%),25.5,24.0
57,Births in a private health facility that were delivered by caesarean section (%),26.8,24.2
58,Births in a public health facility that were delivered by caesarean section (%),21.7,23.9
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),80.3,70.6
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(82.6),(77.4)
63,Children age 12-23 months who have received BCG (%),100.0,95.1
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),86.3,77.1
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.3,80.8
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.3,78.8
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),18.4,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),3.5,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),82.0,77.1
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.2,75.6
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),79.6,(79.9)
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),20.4,(20.1)
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.5,3.2
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,0.9
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),88.5,*
82,Children under age 3 years breastfed within one hour of birth (%),69.6,66.1
83,Children under age 6 months exclusively breastfed (%),*,*
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet  (%),26.8,37.1
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet  (%),26.1,36.6
88,Children under 5 years who are stunted (height-for-age) (%),29.4,26.3
89,Children under 5 years who are wasted (weight-for-height) (%),18.2,22.3
90,Children under 5 years who are severely wasted (weight-for-height) (%),6.5,9.9
91,Children under 5 years who are underweight (weight-for-age) (%),21.4,17.3
92,Children under 5 years who are overweight (weight-for-height) (%),3.3,3.2
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.3,8.8
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),36.6,34.1
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),69.1,na
