Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),93.0,92.5
Population below age 15 years (%),19.0,17.8
"Sex ratio of the total population (females per 1,000 males)","1,029",965
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",859,"1,139"
Children under age 5 years whose birth was registered with the civil authority (%),97.8,98.4
Deaths in the last 3 years registered with the civil authority (%),97.6,na
Population living in households with electricity (%),99.0,99.4
Population living in households with an improved drinking-water source (%),82.3,93.3
Population living in households that use an improved sanitation facility(%),97.5,94.8
Households using clean fuel for cooking (%),54.3,47.2
Households using iodized salt (%),99.6,99.1
Households with any usual member covered under a health insurance/financing scheme (%),58.1,54.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(18.3),na
Women who are literate (%),94.4,na
Women with 10 or more years of schooling (%),73.2,73.0
Women age 20-24 years married before age 18 years (%),7.1,3.7
Births in the 5 years preceding the survey that are third or higher order (%),2.2,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.7,0.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.6,89.9
Any method (%),72.3,63.0
Any modern method (%),67.8,61.2
Female sterilization (%),60.5,57.8
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),2.1,1.0
Pill (%),0.0,0.2
Condom (%),5.2,1.5
Injectables (%),0.0,0.0
Total unmet need(%),9.4,8.0
Unmet need for spacing (%),5.3,5.2
Health worker ever talked to female non-users about family planning (%),22.3,11.1
Current users ever told about side effects of current method (%),64.3,(38.3)
Mothers who had an antenatal check-up in the first trimester (%),93.3,98.3
Mothers who had at least 4 antenatal care visits (%),74.3,89.9
Mothers whose last birth was protected against neonatal tetanus (%),98.0,92.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),75.6,59.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),63.6,44.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.0,87.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.0,86.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,942","(6,411)"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.3,na
Institutional births (%),100.0,100.0
Institutional births in public facility (%),47.6,43.9
Home births that were conducted by skilled health personnel (%),0.0,0.0
Births attended by skilled health personnel (%),100.0,100.0
Births delivered by caesarean section (%),40.3,47.1
Births in a private health facility that were delivered by caesarean section (%),47.0,45.8
Births in a public health facility that were delivered by caesarean section (%),32.9,48.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(89.6),*
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(89.6),*
Children age 12-23 months who have received BCG (%),(100.0),*
Children age 12-23 months who have received 3 doses of polio vaccine (%),(96.6),*
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(89.6),*
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(93.0),*
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(13.4),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(0.0),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(89.6),*
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.3,95.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(93.3),*
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(6.7),*
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.3,2.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.3,2.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(69.6),*
Indicators,(2019-20),(2015-16)
Children under age 3 years breastfed within one hour of birth (%),78.8,57.7
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(34.0),(18.8)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
