Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),94.5,95.0
Population below age 15 years (%),20.3,19.7
"Sex ratio of the total population (females per 1,000 males)","1,145","1,122"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,000","1,115"
Children under age 5 years whose birth was registered with the civil authority (%),99.4,98.9
Deaths in the last 3 years registered with the civil authority (%),94.2,na
Population living in households with electricity (%),99.9,99.4
Population living in households with an improved drinking-water source (%),92.9,94.2
Population living in households that use an improved sanitation facility(%),95.4,97.1
Households using clean fuel for cooking (%),72.2,52.4
Households using iodized salt (%),99.3,99.2
Households with any usual member covered under a health insurance/financing scheme (%),48.7,57.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(28.5),na
Women who are literate (%),98.5,na
Women with 10 or more years of schooling (%),83.1,68.7
Women age 20-24 years married before age 18 years (%),6.2,2.6
Births in the 5 years preceding the survey that are third or higher order (%),0.8,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.6,3.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.1,92.2
Any method (%),41.3,49.1
Any modern method (%),38.5,48.0
Female sterilization (%),33.2,42.9
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.2,1.0
Pill (%),0.2,0.2
Condom (%),3.4,3.6
Injectables (%),0.0,0.0
Total unmet need(%),19.3,14.8
Unmet need for spacing (%),9.8,9.0
Health worker ever talked to female non-users about family planning (%),18.6,9.5
Current users ever told about side effects of current method (%),(33.9),(40.2)
Mothers who had an antenatal check-up in the first trimester (%),87.7,94.9
Mothers who had at least 4 antenatal care visits (%),55.3,89.1
Mothers whose last birth was protected against neonatal tetanus (%),91.9,95.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),71.6,57.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),59.9,36.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),79.1,79.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.2,88.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"(10,165)","8,788"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.0,na
Institutional births (%),99.5,100.0
Institutional births in public facility (%),34.7,50.6
Home births that were conducted by skilled health personnel (%),0.6,0.0
Births attended by skilled health personnel (%),100.0,100.0
Births delivered by caesarean section (%),32.8,41.0
Births in a private health facility that were delivered by caesarean section (%),36.0,53.6
Births in a public health facility that were delivered by caesarean section (%),27.2,28.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(72.8),(81.9)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,(86.4)
Children age 12-23 months who have received BCG (%),(100.0),(100.0)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(76.3),(87.6)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(84.0),(87.7)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(93.4),(96.2)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(15.1),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(11.5),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(81.0),(80.2)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.8,91.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(81.7),(55.9)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(14.3),(44.1)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.4,2.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.9,1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),80.8,*
Children under age 3 years breastfed within one hour of birth (%),52.1,59.5
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(31.9),(18.7)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
