,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),90.8,88.8
2,Population below age 15 years (%),24.1,22.5
3,"Sex ratio of the total population (females per 1,000 males)","1,134","1,041"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",984,981
5,Children under age 5 years whose birth was registered with the civil authority (%),99.1,98.4
6,Deaths in the last 3 years registered with the civil authority (%),95.5,na
7,Population living in households with electricity (%),99.5,99.1
8,Population living in households with an improved drinking-water source (%),93.2,92.7
9,Population living in households that use an improved sanitation facility(%),98.9,98.0
10,Households using clean fuel for cooking (%),73.5,52.9
11,Households using iodized salt (%),99.6,94.2
12,Households with any usual member covered under a health insurance/financing scheme (%),44.0,37.5
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.6,na
15,Women who are literate (%),95.9,na
16,Women with 10 or more years of schooling (%),68.3,61.9
18,Women age 20-24 years married before age 18 years (%),4.7,4.0
19,Births in the 5 years preceding the survey that are third or higher order (%),1.4,0.5
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.7,3.3
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.9,92.8
23,Any method (%),56.4,42.6
24,Any modern method (%),46.6,37.5
25,Female sterilization (%),39.0,34.2
26,Male sterilization (%),0.2,0.0
27,IUD/PPIUD (%),2.4,1.4
28,Pill (%),0.0,0.2
29,Condom (%),3.5,1.6
30,Injectables (%),0.0,0.2
32,Total unmet need(%),12.5,15.2
33,Unmet need for spacing (%),6.4,10.4
35,Health worker ever talked to female non-users about family planning (%),23.9,25.2
36,Current users ever told about side effects of current method (%),69.1,(59.4)
39,Mothers who had an antenatal check-up in the first trimester (%),97.4,95.9
40,Mothers who had at least 4 antenatal care visits (%),91.2,90.9
41,Mothers whose last birth was protected against neonatal tetanus (%),99.2,97.9
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),89.4,72.2
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),83.7,54.6
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.8,87.1
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.0,88.0
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,778","(6,659)"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.9,na
52,Institutional births (%),100.0,100.0
53,Institutional births in public facility (%),29.9,28.5
54,Home births that were conducted by skilled health personnel (%),0.0,0.0
55,Births attended by skilled health personnel (%),100.0,100.0
56,Births delivered by caesarean section (%),28.8,26.3
57,Births in a private health facility that were delivered by caesarean section (%),28.9,28.4
58,Births in a public health facility that were delivered by caesarean section (%),28.4,21.1
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),92.5,(91.8)
