Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),84.1,83.4
Population below age 15 years (%),21.1,23.8
"Sex ratio of the total population (females per 1,000 males)","1,051","1,107"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",795,781
Children under age 5 years whose birth was registered with the civil authority (%),98.1,97.1
Deaths in the last 3 years registered with the civil authority (%),90.8,na
Population living in households with electricity (%),99.7,100.0
Population living in households with an improved drinking-water source (%),98.6,97.6
Population living in households that use an improved sanitation facility(%),73.3,68.0
Households using clean fuel for cooking (%),49.1,34.9
Households using iodized salt (%),98.7,99.9
Households with any usual member covered under a health insurance/financing scheme (%),36.4,25.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.2,na
Women who are literate (%),94.4,na
Women with 10 or more years of schooling (%),69.9,65.8
Women age 20-24 years married before age 18 years (%),1.5,2.4
Births in the 5 years preceding the survey that are third or higher order (%),1.0,1.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.8,0.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.0,83.7
Any method (%),59.1,47.9
Any modern method (%),52.0,41.3
Female sterilization (%),32.6,24.4
Male sterilization (%),0.5,0.8
IUD/PPIUD (%),1.3,0.8
Pill (%),1.1,0.9
Condom (%),16.4,14.5
Injectables (%),0.0,0.0
Total unmet need(%),11.8,18.8
Unmet need for spacing (%),3.6,4.8
Health worker ever talked to female non-users about family planning (%),15.8,17.2
Current users ever told about side effects of current method (%),52.2,(48.1)
Mothers who had an antenatal check-up in the first trimester (%),51.5,74.5
Mothers who had at least 4 antenatal care visits (%),56.3,81.9
Mothers whose last birth was protected against neonatal tetanus (%),78.8,93.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),63.4,57.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),38.5,23.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.4,97.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.7,83.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,087","2,432"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.9,na
Institutional births (%),90.2,87.8
Institutional births in public facility (%),75.0,68.7
Home births that were conducted by skilled health personnel (%),2.0,4.5
Births attended by skilled health personnel (%),87.5,90.9
Births delivered by caesarean section (%),28.2,21.5
Births in a private health facility that were delivered by caesarean section (%),(75.9),(37.1)
Births in a public health facility that were delivered by caesarean section (%),22.3,21.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or,(83.9),(68.6)
mother's recall (%) 50. Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(92.0),(83.7)
Children age 12-23 months who have received BCG (%),(97.4),(95.2)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(83.9),(85.9)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.4),(85.2)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.2),(81.0)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(28.7),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(86.1),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.4),(75.6)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),79.0,77.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(95.5),(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.4),(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.0,7.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.4,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.4),*
Children under age 3 years breastfed within one hour of birth (%),43.3,45.5
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(15.5),8.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),18.6,10.5
Children under 5 years who are stunted (height-for-age) (%),28.0,25.6
Children under 5 years who are wasted (weight-for-height) (%),19.4,11.3
Children under 5 years who are severely wasted (weight-for-height) (%),7.7,2.4
Children under 5 years who are underweight (weight-for-age) (%),32.0,23.3
Children under 5 years who are overweight (weight-for-height) (%),2.3,1.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.2,18.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),31.0,28.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),60.9,na
