Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),75.7,73.5
Population below age 15 years (%),25.5,25.9
"Sex ratio of the total population (females per 1,000 males)",923,"1,015"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",925,828
Children under age 5 years whose birth was registered with the civil authority (%),97.5,94.9
Deaths in the last 3 years registered with the civil authority (%),95.7,na
Population living in households with electricity (%),99.2,99.2
Population living in households with an improved drinking-water source (%),95.7,90.8
Population living in households that use an improved sanitation facility(%),84.3,70.4
Households using clean fuel for cooking (%),46.8,38.2
Households using iodized salt (%),98.5,98.9
Households with any usual member covered under a health insurance/financing scheme (%),26.2,22.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.8,na
Women who are literate (%),84.9,na
Women with 10 or more years of schooling (%),55.6,48.6
Women age 20-24 years married before age 18 years (%),5.0,7.6
Births in the 5 years preceding the survey that are third or higher order (%),2.4,4.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.8,3.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.9,79.1
Any method (%),86.9,60.5
Any modern method (%),74.5,56.8
Female sterilization (%),44.2,39.9
Male sterilization (%),1.4,0.6
IUD/PPIUD (%),1.3,1.1
Pill (%),1.9,2.0
Condom (%),25.8,12.6
Injectables (%),0.0,0.0
Total unmet need(%),3.1,13.6
Unmet need for spacing (%),1.6,4.1
Health worker ever talked to female non-users about family planning (%),24.9,14.3
Current users ever told about side effects of current method (%),76.5,31.5
Mothers who had an antenatal check-up in the first trimester (%),91.0,70.7
Mothers who had at least 4 antenatal care visits (%),85.2,59.8
Mothers whose last birth was protected against neonatal tetanus (%),98.8,90.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),76.0,47.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),54.5,28.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,97.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.7,63.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,586","2,862"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.5,na
Institutional births (%),87.4,77.8
Institutional births in public facility (%),70.1,65.5
Home births that were conducted by skilled health personnel (%),0.5,0.3
Births attended by skilled health personnel (%),88.2,76.6
Births delivered by caesarean section (%),16.7,16.3
Births in a private health facility that were delivered by caesarean section (%),56.5,(49.4)
Births in a public health facility that were delivered by caesarean section (%),9.8,15.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),93.9,70.6
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),93.7,(94.5)
Children age 12-23 months who have received BCG (%),100.0,90.8
Children age 12-23 months who have received 3 doses of polio vaccine (%),96.8,79.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),97.2,90.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),100.0,98.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),40.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),92.2,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),97.2,63.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),75.1,68.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,89.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,6.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.3,5.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.8,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(78.7),*
