Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),86.1,86.1
Population below age 15 years (%),21.8,25.7
"Sex ratio of the total population (females per 1,000 males)","1,026","1,097"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",873,884
Children under age 5 years whose birth was registered with the civil authority (%),95.5,94.3
Deaths in the last 3 years registered with the civil authority (%),92.9,na
Population living in households with electricity (%),98.5,99.7
Population living in households with an improved drinking-water source (%),98.8,98.9
Population living in households that use an improved sanitation facility(%),81.4,71.0
Households using clean fuel for cooking (%),46.2,32.2
Households using iodized salt (%),98.6,98.3
Households with any usual member covered under a health insurance/financing scheme (%),22.6,10.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.4,na
Women who are literate (%),92.5,na
Women with 10 or more years of schooling (%),66.8,57.8
Women age 20-24 years married before age 18 years (%),1.6,4.0
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.1,1.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.7,77.1
Any method (%),53.3,33.9
Any modern method (%),45.9,32.6
Female sterilization (%),26.3,15.6
Male sterilization (%),0.2,0.4
IUD/PPIUD (%),2.4,0.6
Pill (%),2.3,1.7
Condom (%),14.6,14.2
Injectables (%),0.0,0.2
Total unmet need(%),15.8,20.6
Unmet need for spacing (%),5.0,5.3
Health worker ever talked to female non-users about family planning (%),14.8,17.3
Current users ever told about side effects of current method (%),(71.4),(47.2)
Mothers who had an antenatal check-up in the first trimester (%),70.7,68.0
Mothers who had at least 4 antenatal care visits (%),71.7,72.3
Mothers whose last birth was protected against neonatal tetanus (%),86.7,77.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.5,52.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),36.0,36.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,96.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.9,68.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,903","4,418"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87.1,na
Institutional births (%),89.7,80.6
Institutional births in public facility (%),52.2,61.0
Home births that were conducted by skilled health personnel (%),2.5,6.8
Births attended by skilled health personnel (%),89.9,85.5
Births delivered by caesarean section (%),39.1,27.1
Births in a private health facility that were delivered by caesarean section (%),58.1,(51.8)
Births in a public health facility that were delivered by caesarean section (%),33.2,27.8
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(75.3),59.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(93.8),(79.4)
Children age 12-23 months who have received BCG (%),(100.0),94.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),(77.6),83.9
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(88.2),79.4
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(90.5),75.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(37.0),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(72.2),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(88.0),73.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),79.1,75.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(96.6),98.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(3.4),1.4
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.2,8.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.4,2.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(85.2),(81.1)
Children under age 3 years breastfed within one hour of birth (%),16.4,22.4
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.1,12.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),8.8,12.6
Children under 5 years who are stunted (height-for-age) (%),24.7,22.6
Children under 5 years who are wasted (weight-for-height) (%),13.1,10.7
Children under 5 years who are severely wasted (weight-for-height) (%),5.9,3.5
Children under 5 years who are underweight (weight-for-age) (%),25.8,14.6
Children under 5 years who are overweight (weight-for-height) (%),2.8,0.8
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.3,14.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),41.2,37.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),58.2,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),58.7,56.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.8,46.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(60.4),*
All women age 15-49 years who are anaemic (%),60.8,46.9
All women age 15-19 years who are anaemic (%),63.0,43.4
Women - Blood sugar level - high (141-160 mg/dl)(%),8.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),10.3,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),11.2,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.4,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.2,na
Ever undergone a screening test for cervical cancer (%),0.5,na
Ever undergone a breast examination for breast cancer (%),0.9,na
Ever undergone an oral cavity examination for oral cancer (%),1.7,na
Women age 15 years and above who use any kind of tobacco (%),0.8,na
Men age 15 years and above who use any kind of tobacco (%),31.0,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),23.9,na
