,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),99.2,95.9
1,Population below age 15 years (%),16.8,22.2
2,"Sex ratio of the total population (females per 1,000 males)","1,164","1,201"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,202","1,153"
4,Children under age 5 years whose birth was registered with the civil authority (%),99.4,100.0
5,Deaths in the last 3 years registered with the civil authority (%),96.8,na
6,Population living in households with electricity (%),99.7,99.8
7,Population living in households with an improved drinking-water source (%),98.0,90.5
8,Population living in households that use an improved sanitation facility(%),99.8,98.2
9,Households using clean fuel for cooking (%),90.9,86.9
10,Households using iodized salt (%),99.8,98.8
11,Households with any usual member covered under a health insurance/financing scheme (%),23.6,43.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(14.4),na
13,Women who are literate (%),99.6,na
14,Women with 10 or more years of schooling (%),88.2,86.3
15,Women age 20-24 years married before age 18 years (%),2.8,4.2
16,Births in the 5 years preceding the survey that are third or higher order (%),1.8,0.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.7,0.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.5,96.3
19,Any method (%),73.6,40.9
20,Any modern method (%),65.9,38.6
21,Female sterilization (%),54.4,36.9
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.6,0.4
24,Pill (%),0.1,0.1
25,Condom (%),9.0,1.2
26,Injectables (%),0.0,0.0
27,Total unmet need(%),6.8,16.4
28,Unmet need for spacing (%),4.9,10.5
29,Health worker ever talked to female non-users about family planning (%),12.4,27.6
30,Current users ever told about side effects of current method (%),74.1,71.3
31,Mothers who had an antenatal check-up in the first trimester (%),93.7,58.1
32,Mothers who had at least 4 antenatal care visits (%),85.0,82.3
33,Mothers whose last birth was protected against neonatal tetanus (%),96.4,76.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),77.9,89.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),67.6,52.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.4,98.3
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),96.8,83.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"8,288","2,721"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),93.6,na
41,Institutional births (%),100.0,100.0
42,Institutional births in public facility (%),45.6,31.5
43,Home births that were conducted by skilled health personnel (%),0.0,0.0
44,Births attended by skilled health personnel (%),100.0,100.0
45,Births delivered by caesarean section (%),27.5,42.9
46,Births in a private health facility that were delivered by caesarean section (%),39.4,44.6
47,Births in a public health facility that were delivered by caesarean section (%),13.4,39.2
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(95.3),(90.6)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.3),(91.6)
50,Children age 12-23 months who have received BCG (%),(100.0),(98.3)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(100.0),(95.5)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(95.3),(98.3)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(100.0),(93.4)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(38.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(17.9),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(100.0),(95.6)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.4,80.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(91.5),(60.7)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(8.5),(39.3)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.0,3.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,4.2
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(91.8)
66,Children under age 3 years breastfed within one hour of birth (%),77.8,61.0
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(39.2),20.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),(38.5),21.4
72,Children under 5 years who are stunted (height-for-age) (%),48.2,31.3
73,Children under 5 years who are wasted (weight-for-height) (%),7.3,6.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),1.2,1.8
75,Children under 5 years who are underweight (weight-for-age) (%),32.6,13.1
76,Children under 5 years who are overweight (weight-for-height) (%),2.6,14.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),6.2,9.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),28.8,41.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),65.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),36.9,41.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),38.8,37.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(25.6),(32.6)
83,All women age 15-49 years who are anaemic (%),38.4,37.0
84,All women age 15-19 years who are anaemic (%),43.5,41.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),14.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),9.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),27.1,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),14.6,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),10.5,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),28.6,na
91,Women - Women,,na
92,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.2,na
