,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.9,77.7
1,Population below age 15 years (%),21.8,25.0
2,"Sex ratio of the total population (females per 1,000 males)","1,089","1,044"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,154","1,089"
4,Children under age 5 years whose birth was registered with the civil authority (%),96.0,97.7
5,Deaths in the last 3 years registered with the civil authority (%),94.7,na
6,Population living in households with electricity (%),99.8,99.6
7,Population living in households with an improved drinking-water source (%),100.0,100.0
8,Population living in households that use an improved sanitation facility(%),84.1,73.9
9,Households using clean fuel for cooking (%),98.6,92.4
10,Households using iodized salt (%),83.3,92.1
11,Households with any usual member covered under a health insurance/financing scheme (%),29.2,42.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(20.1),na
13,Women who are literate (%),82.2,na
14,Women with 10 or more years of schooling (%),51.6,52.0
15,Women age 20-24 years married before age 18 years (%),15.9,24.5
16,Births in the 5 years preceding the survey that are third or higher order (%),2.5,1.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.8,11.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.1,70.6
19,Any method (%),79.6,70.6
20,Any modern method (%),78.5,70.0
21,Female sterilization (%),71.8,68.5
22,Male sterilization (%),1.9,0.4
23,IUD/PPIUD (%),0.9,0.6
24,Pill (%),0.4,0.0
25,Condom (%),2.9,0.6
26,Injectables (%),0.2,0.0
27,Total unmet need(%),1.2,7.2
28,Unmet need for spacing (%),0.3,4.2
29,Health worker ever talked to female non-users about family planning (%),34.9,37.8
30,Current users ever told about side effects of current method (%),59.4,62.4
31,Mothers who had an antenatal check-up in the first trimester (%),95.5,70.6
32,Mothers who had at least 4 antenatal care visits (%),79.8,76.3
33,Mothers whose last birth was protected against neonatal tetanus (%),97.7,92.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),81.0,78.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),72.4,59.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.2,94.1
37,days of delivery (%),97.1,85.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,763","2,554"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),96.3,na
41,Institutional births (%),100.0,99.3
42,Institutional births in public facility (%),53.1,63.3
43,Home births that were conducted by skilled health personnel (%),0.0,0.4
44,Births attended by skilled health personnel (%),99.0,99.6
45,Births delivered by caesarean section (%),59.1,38.4
46,Births in a private health facility that were delivered by caesarean section (%),76.8,67.1
47,Births in a public health facility that were delivered by caesarean section (%),43.4,22.5
48,mother's recall (%),(79.7),88.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(92.4),93.4
50,Children age 12-23 months who have received BCG (%),(94.4),98.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(81.5),94.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(90.8),96.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(93.3),89.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(34.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(49.4),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(90.8),90.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),75.8,78.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(97.3),87.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.7),12.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.5,3.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,1.8
65,health provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),36.6,60.1
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),1.5,12.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),1.3,18.3
72,Children under 5 years who are stunted (height-for-age) (%),25.0,32.0
73,Children under 5 years who are wasted (weight-for-height) (%),12.4,17.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.3,7.5
75,Children under 5 years who are underweight (weight-for-age) (%),18.7,27.4
76,Children under 5 years who are overweight (weight-for-height) (%),6.9,4.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),8.5,11.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),51.6,36.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),65.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),39.7,38.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),43.5,44.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(25.1)
83,All women age 15-49 years who are anaemic (%),43.1,43.7
84,All women age 15-19 years who are anaemic (%),44.8,45.1
85,Blood sugar level - high (141-160 mg/dl)(%),6.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),13.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.9,na
89,Blood sugar level - very high (>160 mg/dl) (%),14.0,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),24.7,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.3,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.9,na
93,blood pressure (%),32.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.0,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.4,na
96,blood pressure (%),33.3,na
97,Ever undergone a screening test for cervical cancer (%),0.7,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),2.3,na
100,Women age 15 years and above who use any kind of tobacco (%),0.8,na
101,Men age 15 years and above who use any kind of tobacco (%),10.3,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),18.8,na
