,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),86.3,84.0
1,Population below age 15 years (%),21.9,23.9
2,"Sex ratio of the total population (females per 1,000 males)","1,132","1,108"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",884,890
4,Children under age 5 years whose birth was registered with the civil authority (%),99.1,98.5
5,Deaths in the last 3 years registered with the civil authority (%),95.9,na
6,Population living in households with electricity (%),99.6,99.7
7,Population living in households with an improved drinking-water source (%),99.9,100.0
8,Population living in households that use an improved sanitation facility(%),84.3,69.4
9,Households using clean fuel for cooking (%),81.2,73.1
10,Households using iodized salt (%),93.0,87.6
11,Households with any usual member covered under a health insurance/financing scheme (%),26.9,36.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(33.1),na
13,Women who are literate (%),88.8,na
14,Women with 10 or more years of schooling (%),59.0,61.1
15,Women age 20-24 years married before age 18 years (%),7.2,11.6
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.6,4.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),100.0,95.6
19,Any method (%),59.7,48.7
20,Any modern method (%),57.9,47.0
21,Female sterilization (%),51.3,41.1
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.8,1.7
24,Pill (%),0.4,0.5
25,Condom (%),3.9,3.5
26,Injectables (%),0.1,0.0
27,Total unmet need(%),10.2,12.2
28,Unmet need for spacing (%),3.7,6.8
29,Health worker ever talked to female non-users about family planning (%),28.8,38.2
30,Current users ever told about side effects of current method (%),73.8,71.3
31,Mothers who had an antenatal check-up in the first trimester (%),79.2,74.4
32,Mothers who had at least 4 antenatal care visits (%),88.3,87.2
33,Mothers whose last birth was protected against neonatal tetanus (%),90.7,74.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),81.4,64.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),65.7,37.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.3,96.3
37,days of delivery (%),95.0,73.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,788","2,509"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),98.3,na
41,Institutional births (%),99.6,99.6
42,Institutional births in public facility (%),67.2,72.8
43,Home births that were conducted by skilled health personnel (%),0.0,0.4
44,Births attended by skilled health personnel (%),99.6,100.0
45,Births delivered by caesarean section (%),45.9,50.0
46,Births in a private health facility that were delivered by caesarean section (%),45.9,75.8
47,Births in a public health facility that were delivered by caesarean section (%),46.2,40.8
48,mother's recall (%),(88.9),89.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(96.6),(89.3)
50,Children age 12-23 months who have received BCG (%),(100.0),100.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(92.1),91.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(96.8),92.0
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.9),93.7
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(33.2),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(11.8),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(96.5),85.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.9,78.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(94.4),75.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(4.0),24.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.6,8.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.1,4.1
65,health provider (%),*,(77.9)
66,Children under age 3 years breastfed within one hour of birth (%),60.6,59.6
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(18.7),27.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),17.9,34.6
72,Children under 5 years who are stunted (height-for-age) (%),25.5,19.0
73,Children under 5 years who are wasted (weight-for-height) (%),15.3,23.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.8,11.9
75,Children under 5 years who are underweight (weight-for-age) (%),19.7,24.8
76,Children under 5 years who are overweight (weight-for-height) (%),4.3,3.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.7,15.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),39.3,38.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),61.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.5,48.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.7,57.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(66.3),(44.1)
83,All women age 15-49 years who are anaemic (%),54.4,57.0
84,All women age 15-19 years who are anaemic (%),56.1,59.5
85,Blood sugar level - high (141-160 mg/dl)(%),7.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),13.0,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.5,na
89,Blood sugar level - very high (>160 mg/dl) (%),13.5,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.8,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.1,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
93,blood pressure (%),20.5,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6,na
96,blood pressure (%),24.4,na
97,Ever undergone a screening test for cervical cancer (%),3.0,na
98,Ever undergone a breast examination for breast cancer (%),2.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.1,na
100,Women age 15 years and above who use any kind of tobacco (%),5.1,na
101,Men age 15 years and above who use any kind of tobacco (%),19.5,na
102,Women age 15 years and above who consume alcohol (%),0.0,na
103,Men age 15 years and above who consume alcohol (%),32.4,<s>na</s>
