Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.9,52.6
Population below age 15 years (%),24.8,30.8
"Sex ratio of the total population (females per 1,000 males)",978,956
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,024",889
Children under age 5 years whose birth was registered with the civil authority (%),91.9,93.0
Deaths in the last 3 years registered with the civil authority (%),62.4,na
Population living in households with electricity (%),88.8,87.2
Population living in households with an improved drinking-water source (%),86.8,87.3
Population living in households that use an improved sanitation facility(%),59.6,41.4
Households using clean fuel for cooking (%),50.6,23.9
Households using iodized salt (%),94.7,89.4
Households with any usual member covered under a health insurance/financing scheme (%),16.4,1.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.4,na
Women who are literate (%),71.3,na
Women with 10 or more years of schooling (%),48.0,33.9
Women age 20-24 years married before age 18 years (%),7.2,18.1
Births in the 5 years preceding the survey that are third or higher order (%),0.8,2.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.8,7.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),70.8,48.2
Any method (%),52.5,55.4
Any modern method (%),47.8,38.3
Female sterilization (%),25.9,21.7
Male sterilization (%),0.4,0.1
IUD/PPIUD (%),5.1,1.1
Pill (%),7.4,9.3
Condom (%),6.7,4.5
Injectables (%),1.9,1.2
Total unmet need(%),9.6,15.2
Unmet need for spacing (%),4.6,10.6
Health worker ever talked to female non-users about family planning (%),3.1,7.0
Current users ever told about side effects of current method (%),45.6,39.3
Mothers who had an antenatal check-up in the first trimester (%),80.3,64.1
Mothers who had at least 4 antenatal care visits (%),76.4,54.4
Mothers whose last birth was protected against neonatal tetanus (%),89.3,82.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),34.8,17.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.8,6.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.8,91.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.7,56.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,410","5,042"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.4,na
Institutional births (%),91.6,64.7
Institutional births in public facility (%),90.8,64.5
Home births that were conducted by skilled health personnel (%),3.7,3.2
Births attended by skilled health personnel (%),94.1,67.6
Births delivered by caesarean section (%),34.3,15.3
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),36.9,23.2
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(91.6),74.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(100.0),80.0
Children age 12-23 months who have received BCG (%),(97.3),93.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),(91.6),81.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(94.6),88.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(94.6),84.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(43.7),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(8.2),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(94.6),54.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.0,76.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(94.3),100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(3.0),0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.0,43.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,81.0
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,66.1
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,79.2
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.2,16.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(77.0),74.1
Children under age 3 years breastfed within one hour of birth (%),36.0,40.8
Children under age 6 months exclusively breastfed (%),(77.8),(70.6)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(2.9),24.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),(6.6),22.9
Children under 5 years who are stunted (height-for-age) (%),27.5,29.3
Children under 5 years who are wasted (weight-for-height) (%),22.8,16.3
Children under 5 years who are severely wasted (weight-for-height) (%),15.3,8.4
Children under 5 years who are underweight (weight-for-age) (%),17.7,18.9
Children under 5 years who are overweight (weight-for-height) (%),21.1,4.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),5.1,12.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),24.9,14.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),81.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),88.5,65.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),86.2,58.2
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),65.3,(48.6)
All women age 15-49 years who are anaemic (%),84.8,57.7
All women age 15-19 years who are anaemic (%),92.2,55.3
Women - Blood sugar level - high (141-160 mg/dl)(%),2.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),0.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),3.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),1.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),4.3,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.2,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.2,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),5.3,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.3,na
  Ever undergone a screening test for cervical cancer (%),0.2,na
