,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),77.4,71.6
1,Population below age 15 years (%),19.8,24.2
2,"Sex ratio of the total population (females per 1,000 males)",894,905
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,100",804
4,Children under age 5 years whose birth was registered with the civil authority (%),99.6,95.1
5,Deaths in the last 3 years registered with the civil authority (%),(68.7),na
6,Population living in households with electricity (%),99.7,99.7
7,Population living in households with an improved drinking-water source (%),96.1,83.9
8,Population living in households that use an improved sanitation facility(%),75.4,41.7
9,Households using clean fuel for cooking (%),68.5,40.4
10,Households using iodized salt (%),98.0,95.2
11,Households with any usual member covered under a health insurance/financing scheme (%),7.0,5.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(0.0),na
13,Women who are literate (%),87.7,na
14,Women with 10 or more years of schooling (%),64.9,44.9
15,Women age 20-24 years married before age 18 years (%),1.4,7.0
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,1.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,1.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.4,53.7
19,Any method (%),74.9,74.1
20,Any modern method (%),72.7,62.3
21,Female sterilization (%),40.1,35.3
22,Male sterilization (%),0.7,0.6
23,IUD/PPIUD (%),1.1,1.8
24,Pill (%),3.7,4.4
25,Condom (%),25.9,19.6
26,Injectables (%),0.5,0.6
27,Total unmet need(%),4.2,10.1
28,Unmet need for spacing (%),3.6,3.5
29,Health worker ever talked to female non-users about family planning (%),28.7,19.8
30,Current users ever told about side effects of current method (%),74.5,67.5
31,Mothers who had an antenatal check-up in the first trimester (%),83.2,82.7
32,Mothers who had at least 4 antenatal care visits (%),31.6,93.3
33,Mothers whose last birth was protected against neonatal tetanus (%),89.4,89.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),32.6,56.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.1,35.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.1,96.6
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.2,81.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,661","3,380"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77.1,na
41,Institutional births (%),97.1,92.0
42,Institutional births in public facility (%),93.8,89.3
43,Home births that were conducted by skilled health personnel (%),1.9,3.1
44,Births attended by skilled health personnel (%),98.5,95.4
45,Births delivered by caesarean section (%),29.9,21.8
46,Births in a private health facility that were delivered by caesarean section (%),*,*
