,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),71.4,63.3
1,Population below age 15 years (%),23.0,27.8
2,"Sex ratio of the total population (females per 1,000 males)",958,975
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,142","1,152"
4,Children under age 5 years whose birth was registered with the civil authority (%),98.8,64.9
5,Deaths in the last 3 years registered with the civil authority (%),(85.6),na
6,Population living in households with electricity (%),99.9,96.8
7,Population living in households with an improved drinking-water source (%),99.2,94.2
8,Population living in households that use an improved sanitation facility(%),86.5,60.1
9,Households using clean fuel for cooking (%),66.1,43.8
10,Households using iodized salt (%),98.5,97.1
11,Households with any usual member covered under a health insurance/financing scheme (%),8.4,0.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
13,Women who are literate (%),80.8,na
14,Women with 10 or more years of schooling (%),55.2,34.8
15,Women age 20-24 years married before age 18 years (%),2.1,2.9
16,Births in the 5 years preceding the survey that are third or higher order (%),0.4,1.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,1.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.8,59.5
19,Any method (%),60.8,66.3
20,Any modern method (%),53.1,32.9
21,Female sterilization (%),20.2,16.0
22,Male sterilization (%),0.3,0.0
23,IUD/PPIUD (%),4.5,1.3
24,Pill (%),16.4,9.4
25,Condom (%),8.8,6.0
26,Injectables (%),1.1,0.3
27,Total unmet need(%),7.1,8.0
28,Unmet need for spacing (%),4.0,3.0
29,Health worker ever talked to female non-users about family planning (%),8.7,2.7
30,Current users ever told about side effects of current method (%),49.8,18.4
31,Mothers who had an antenatal check-up in the first trimester (%),80.8,88.9
32,Mothers who had at least 4 antenatal care visits (%),86.8,96.4
33,Mothers whose last birth was protected against neonatal tetanus (%),92.3,95.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),34.4,21.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),7.6,13.8
