,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),68.2,65.1
1,Population below age 15 years (%),20.2,22.1
2,"Sex ratio of the total population (females per 1,000 males)",972,951
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",924,"1,052"
4,Children under age 5 years whose birth was registered with the civil authority (%),99.5,93.4
5,Deaths in the last 3 years registered with the civil authority (%),91.7,na
6,Population living in households with electricity (%),100.0,99.9
7,Population living in households with an improved drinking-water source (%),98.5,97.1
8,Population living in households that use an improved sanitation facility(%),86.8,68.0
9,Households using clean fuel for cooking (%),98.4,97.0
10,Households using iodized salt (%),99.0,99.5
11,Households with any usual member covered under a health insurance/financing scheme (%),17.9,2.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(0.0),na
13,Women who are literate (%),78.4,na
14,Women with 10 or more years of schooling (%),60.5,45.4
15,Women age 20-24 years married before age 18 years (%),1.7,3.7
16,Births in the 5 years preceding the survey that are third or higher order (%),0.5,1.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.6,0.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.8,89.3
19,Any method (%),56.5,68.4
20,Any modern method (%),52.2,64.6
21,Female sterilization (%),23.3,37.9
22,Male sterilization (%),0.7,0.9
23,IUD/PPIUD (%),11.2,5.3
24,Pill (%),5.1,6.6
25,Condom (%),5.1,12.6
26,Injectables (%),5.4,1.4
27,Total unmet need(%),4.7,6.9
28,Unmet need for spacing (%),2.0,4.8
29,Health worker ever talked to female non-users about family planning (%),9.7,9.3
30,Current users ever told about side effects of current method (%),78.7,38.0
31,Mothers who had an antenatal check-up in the first trimester (%),95.2,85.0
32,Mothers who had at least 4 antenatal care visits (%),85.1,91.0
33,Mothers whose last birth was protected against neonatal tetanus (%),92.4,90.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),34.1,27.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.7,8.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,94.6
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),90.9,84.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,589","3,794"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.8,na
41,Institutional births (%),99.2,99.2
42,Institutional births in public facility (%),88.7,78.0
43,Home births that were conducted by skilled health personnel (%),0.0,0.4
44,Births attended by skilled health personnel (%),99.2,99.6
45,Births delivered by caesarean section (%),59.4,74.7
46,Births in a private health facility that were delivered by caesarean section (%),(91.3),(94.6)
47,Births in a public health facility that were delivered by caesarean section (%),56.1,70.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(90.9),(85.5)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(100.0),(91.1)
50,Children age 12-23 months who have received BCG (%),(95.7),(96.7)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(90.9),(90.5)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(95.7),(96.7)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.7),(89.3)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(34.8),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(7.4),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(95.7),(90.3)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),85.2,80.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(90.8)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(9.3)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.2,4.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.2,2.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(89.9)
66,Children under age 3 years breastfed within one hour of birth (%),69.2,32.2
67,Children under age 6 months exclusively breastfed (%),(73.3),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),12.1,18.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),10.9,16.6
72,Children under 5 years who are stunted (height-for-age) (%),33.0,26.9
73,Children under 5 years who are wasted (weight-for-height) (%),18.6,24.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.6,14.3
75,Children under 5 years who are underweight (weight-for-age) (%),15.8,23.2
76,Children under 5 years who are overweight (weight-for-height) (%),12.7,9.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),3.5,4.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.8,40.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),92.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.0,51.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),52.5,60.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),38.8,(44.5)
83,All women age 15-49 years who are anaemic (%),51.7,60.1
84,All women age 15-19 years who are anaemic (%),69.9,60.7
