Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),62.5,55.0
Population below age 15 years (%),22.3,25.2
"Sex ratio of the total population (females per 1,000 males)",937,989
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",843,"1,039"
Children under age 5 years whose birth was registered with the civil authority (%),98.8,84.6
Deaths in the last 3 years registered with the civil authority (%),76.4,na
Population living in households with electricity (%),99.5,99.1
Population living in households with an improved drinking-water source (%),95.8,97.8
Population living in households that use an improved sanitation facility(%),77.0,52.0
Households using clean fuel for cooking (%),71.1,61.8
Households using iodized salt (%),98.9,99.1
Households with any usual member covered under a health insurance/financing scheme (%),5.2,3.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
Women who are literate (%),74.1,na
Women with 10 or more years of schooling (%),48.2,28.4
Women age 20-24 years married before age 18 years (%),1.5,2.8
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.0,0.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),75.3,66.5
Any method (%),59.9,69.1
Any modern method (%),57.7,63.1
Female sterilization (%),19.0,34.0
Male sterilization (%),0.0,1.0
IUD/PPIUD (%),7.4,4.4
Pill (%),8.4,6.9
Condom (%),12.5,16.0
Injectables (%),9.8,0.8
Total unmet need(%),4.2,7.8
Unmet need for spacing (%),2.1,4.9
Health worker ever talked to female non-users about family planning (%),13.7,7.7
Current users ever told about side effects of current method (%),55.4,30.8
Mothers who had an antenatal check-up in the first trimester (%),83.3,86.3
Mothers who had at least 4 antenatal care visits (%),66.5,95.7
Mothers whose last birth was protected against neonatal tetanus (%),97.5,97.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),25.4,19.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.4,13.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.4,97.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.7,89.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,525","5,465"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.3,na
Institutional births (%),96.5,97.1
Institutional births in public facility (%),94.3,90.7
Home births that were conducted by skilled health personnel (%),2.0,1.5
Births attended by skilled health personnel (%),98.5,98.4
Births delivered by caesarean section (%),42.2,49.8
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),43.0,49.9
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(92.5),87.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.5),98.9
Children age 12-23 months who have received BCG (%),(100.0),96.4
Children age 12-23 months who have received 3 doses of polio vaccine (%),(92.5),88.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(95.7),97.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.7),96.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(50.4),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(11.7),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(95.7),87.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),93.5,71.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),97.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),2.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.3,4.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.1,8.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(62.1),93.9
Children under age 3 years breastfed within one hour of birth (%),67.4,67.0
Children under age 6 months exclusively breastfed (%),(71.6),(59.1)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.4,9.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),14.2,9.6
Children under 5 years who are stunted (height-for-age) (%),26.8,20.4
Children under 5 years who are wasted (weight-for-height) (%),18.9,4.2
Children under 5 years who are severely wasted (weight-for-height) (%),9.1,1.0
Children under 5 years who are underweight (weight-for-age) (%),20.6,8.9
Children under 5 years who are overweight (weight-for-height) (%),11.1,2.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.7,10.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),25.3,31.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),86.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),85.0,71.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),75.0,70.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),57.0,61.3
All women age 15-49 years who are anaemic (%),73.9,70.0
All women age 15-19 years who are anaemic (%),83.7,72.7
Women - Blood sugar level - high (141-160 mg/dl)(%),2.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),3.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),2.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.9,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.6,na
  Ever undergone a screening test for cervical cancer (%),0.2,na
  Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),5.4,na
Men age 15 years and above who use any kind of tobacco (%),42.9,na
Women age 15 years and above who consume alcohol (%),0.0,na
Men age 15 years and above who consume alcohol (%),0.2,na
