Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),60.2,58.4
Population below age 15 years (%),25.1,27.1
"Sex ratio of the total population (females per 1,000 males)",931,969
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",816,"1,097"
Children under age 5 years whose birth was registered with the civil authority (%),91.0,73.8
Deaths in the last 3 years registered with the civil authority (%),67.1,na
Population living in households with electricity (%),99.5,99.7
Population living in households with an improved drinking-water source (%),97.2,95.5
Population living in households that use an improved sanitation facility(%),78.4,58.6
Households using clean fuel for cooking (%),84.4,66.6
Households using iodized salt (%),97.7,99.6
Households with any usual member covered under a health insurance/financing scheme (%),8.3,3.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.2,na
Women who are literate (%),64.0,na
Women with 10 or more years of schooling (%),34.3,28.3
Women age 20-24 years married before age 18 years (%),5.3,7.6
Births in the 5 years preceding the survey that are third or higher order (%),0.3,2.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.4,2.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.8,72.3
Any method (%),34.4,60.1
Any modern method (%),27.7,46.5
Female sterilization (%),14.7,23.7
Male sterilization (%),0.3,1.2
IUD/PPIUD (%),0.8,1.7
Pill (%),3.8,5.9
Condom (%),6.5,12.6
Injectables (%),1.0,1.3
Total unmet need(%),14.1,12.7
Unmet need for spacing (%),6.0,7.2
Health worker ever talked to female non-users about family planning (%),7.2,6.9
Current users ever told about side effects of current method (%),36.1,24.5
Mothers who had an antenatal check-up in the first trimester (%),86.9,81.2
Mothers who had at least 4 antenatal care visits (%),80.4,94.5
Mothers whose last birth was protected against neonatal tetanus (%),88.8,92.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.3,13.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.8,8.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.5,83.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.4,91.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"6,961","5,486"
