,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),66.9,65.9
1,Population below age 15 years (%),30.7,31.4
2,"Sex ratio of the total population (females per 1,000 males)",967,952
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,000",907
4,Children under age 5 years whose birth was registered with the civil authority (%),78.0,67.0
5,Deaths in the last 3 years registered with the civil authority (%),66.9,na
6,Population living in households with electricity (%),99.9,90.4
7,Population living in households with an improved drinking-water source (%),76.5,72.9
8,Population living in households that use an improved sanitation facility(%),62.7,45.3
9,Households using clean fuel for cooking (%),35.2,16.5
10,Households using iodized salt (%),92.3,83.8
11,Households with any usual member covered under a health insurance/financing scheme (%),11.2,3.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
13,Women who are literate (%),68.2,na
14,Women with 10 or more years of schooling (%),41.9,32.3
15,Women age 20-24 years married before age 18 years (%),9.6,16.9
16,Births in the 5 years preceding the survey that are third or higher order (%),1.7,1.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.2,3.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),59.7,61.6
19,Any method (%),56.9,53.3
20,Any modern method (%),51.7,47.1
21,Female sterilization (%),21.8,27.5
22,Male sterilization (%),0.3,0.4
23,IUD/PPIUD (%),4.8,1.8
24,Pill (%),9.6,7.9
25,Condom (%),12.3,7.0
26,Injectables (%),2.5,1.9
27,Total unmet need(%),7.5,15.3
28,Unmet need for spacing (%),4.1,10.4
29,Health worker ever talked to female non-users about family planning (%),8.0,10.7
30,Current users ever told about side effects of current method (%),56.0,38.0
31,Mothers who had an antenatal check-up in the first trimester (%),83.4,54.2
32,Mothers who had at least 4 antenatal care visits (%),75.9,57.7
33,Mothers whose last birth was protected against neonatal tetanus (%),86.5,78.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),32.6,35.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.8,11.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.9,90.3
37,days of delivery (%),64.7,47.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,046","4,137"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
40,days of delivery (%),63.6,na
41,Institutional births (%),69.3,62.6
42,Institutional births in public facility (%),66.6,60.1
43,Home births that were conducted by skilled health personnel (%),4.8,3.3
44,Births attended by skilled health personnel (%),73.3,62.8
45,Births delivered by caesarean section (%),23.0,17.5
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),33.1,27.0
48,mother's recall (%),79.1,73.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(86.6),80.4
50,Children age 12-23 months who have received BCG (%),90.5,96.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),80.8,88.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.6,84.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.6,79.1
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),28.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.4,75.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.5,68.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,98.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.9,4.4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,3.2
65,provider (%),*,(53.3)
66,Children under age 3 years breastfed within one hour of birth (%),55.6,47.6
67,Children under age 6 months exclusively breastfed (%),(58.9),(47.1)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(52.0)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),17.3,24.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),17.2,25.4
72,Children under 5 years who are stunted (height-for-age) (%),17.7,25.4
73,Children under 5 years who are wasted (weight-for-height) (%),13.0,17.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.3,6.8
75,Children under 5 years who are underweight (weight-for-age) (%),11.7,22.7
76,Children under 5 years who are overweight (weight-for-height) (%),16.3,0.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.3,13.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.7,16.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),75.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),69.7,63.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.1,46.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),40.3,32.5
83,All women age 15-49 years who are anaemic (%),62.9,45.8
84,All women age 15-19 years who are anaemic (%),74.6,55.3
85,Blood sugar level - high (141-160 mg/dl)(%),4.2,na
86,Blood sugar level - very high (>160 mg/dl)(%),1.6,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.1,na
88,Blood sugar level - high (141-160 mg/dl)(%),3.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),1.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.2,na
93,blood pressure (%),15.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.1,na
96,blood pressure (%),17.6,na
97,  Ever undergone a screening test for cervical cancer (%),0.0,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),4.0,na
101,Men age 15 years and above who use any kind of tobacco (%),41.7,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),10.3,na
