Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),60.8,51.3
Population below age 15 years (%),29.5,38.2
"Sex ratio of the total population (females per 1,000 males)",915,978
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,022","1,066"
Children under age 5 years whose birth was registered with the civil authority (%),94.3,88.6
Deaths in the last 3 years registered with the civil authority (%),63.6,na
Population living in households with electricity (%),97.4,88.9
Population living in households with an improved drinking-water source (%),73.4,82.3
Population living in households that use an improved sanitation facility(%),48.9,42.1
Households using clean fuel for cooking (%),35.8,19.8
Households using iodized salt (%),98.6,88.8
Households with any usual member covered under a health insurance/financing scheme (%),9.2,1.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
Women who are literate (%),62.2,na
Women with 10 or more years of schooling (%),35.5,23.6
Women age 20-24 years married before age 18 years (%),5.5,11.1
Births in the 5 years preceding the survey that are third or higher order (%),0.8,2.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.0,3.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),58.5,42.7
Any method (%),56.5,41.5
Any modern method (%),52.6,28.1
Female sterilization (%),16.7,12.7
Male sterilization (%),0.4,0.0
IUD/PPIUD (%),7.8,2.1
Pill (%),9.5,7.2
Condom (%),8.1,4.6
Injectables (%),8.6,1.2
Total unmet need(%),10.3,19.7
Unmet need for spacing (%),4.2,9.3
Health worker ever talked to female non-users about family planning (%),15.6,10.5
Current users ever told about side effects of current method (%),62.3,49.5
Mothers who had an antenatal check-up in the first trimester (%),84.6,62.3
Mothers who had at least 4 antenatal care visits (%),79.2,51.0
Mothers whose last birth was protected against neonatal tetanus (%),92.9,83.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),12.9,18.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.0,4.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.9,86.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.3,55.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,683","6,127"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.4,1.7
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),70.1,na
Institutional births (%),80.4,60.7
Institutional births in public facility (%),78.7,58.6
Home births that were conducted by skilled health personnel (%),11.8,3.9
Births attended by skilled health personnel (%),91.7,64.1
Births delivered by caesarean section (%),17.0,11.5
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),20.0,17.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),78.9,57.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(93.7),69.5
Children age 12-23 months who have received BCG (%),92.2,88.6
Children age 12-23 months who have received 3 doses of polio vaccine (%),80.5,68.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.3,76.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),82.1,71.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),18.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),6.1,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.7,47.4
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.7,84.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.3,97.8
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.5
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.4,44.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,78.8
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,56.5
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,84.1
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.4,19.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(47.0),84.0
Children under age 3 years breastfed within one hour of birth (%),60.9,42.6
Children under age 6 months exclusively breastfed (%),(57.6),(66.3)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.5,21.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(41.7)
Total children age 6-23 months receiving an adequate diet  (%),18.6,26.2
Children under 5 years who are stunted (height-for-age) (%),25.7,33.6
Children under 5 years who are wasted (weight-for-height) (%),15.6,16.2
Children under 5 years who are severely wasted (weight-for-height) (%),6.6,7.6
Children under 5 years who are underweight (weight-for-age) (%),21.2,18.8
Children under 5 years who are overweight (weight-for-height) (%),3.5,4.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),7.6,14.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.8,17.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),83.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.0,51.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.7,46.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),36.0,49.2
All women age 15-49 years who are anaemic (%),59.7,46.5
All women age 15-19 years who are anaemic (%),76.4,41.1
Women - Blood sugar level - high (141-160 mg/dl)(%),5.8,na
Women - Blood sugar level - very high (>160 mg/dl)(%),1.3,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),3.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),1.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.5,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),15.7,na
  Ever undergone a screening test for cervical cancer (%),1.2,na
  Ever undergone a breast examination for breast cancer (%),0.7,na
Ever undergone an oral cavity examination for oral cancer (%),0.5,na
Women age 15 years and above who use any kind of tobacco (%),2.8,na
Men age 15 years and above who use any kind of tobacco (%),36.4,na
Women age 15 years and above who consume alcohol (%),0.5,na
Men age 15 years and above who consume alcohol (%),10.0,na
