,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),68.7,65.1
1,Population below age 15 years (%),26.7,33.5
2,"Sex ratio of the total population (females per 1,000 males)",987,972
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",940,930
4,Children under age 5 years whose birth was registered with the civil authority (%),98.6,60.1
5,Deaths in the last 3 years registered with the civil authority (%),74.2,na
6,Population living in households with electricity (%),99.3,93.7
7,Population living in households with an improved drinking-water source (%),88.0,89.3
8,Population living in households that use an improved sanitation facility(%),67.7,40.4
9,Households using clean fuel for cooking (%),62.0,48.6
10,Households using iodized salt (%),98.5,98.0
11,Households with any usual member covered under a health insurance/financing scheme (%),10.4,2.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.5,na
13,Women who are literate (%),76.0,na
14,Women with 10 or more years of schooling (%),44.9,27.0
15,Women age 20-24 years married before age 18 years (%),3.1,8.6
16,Births in the 5 years preceding the survey that are third or higher order (%),1.6,2.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,1.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),48.7,70.9
19,Any method (%),64.5,50.9
20,Any modern method (%),56.5,34.4
21,Female sterilization (%),25.7,18.2
22,Male sterilization (%),0.3,0.0
23,IUD/PPIUD (%),6.8,2.1
24,Pill (%),11.6,5.8
25,Condom (%),9.4,6.2
26,Injectables (%),2.2,2.2
27,Total unmet need(%),5.9,13.1
28,Unmet need for spacing (%),3.1,6.7
29,Health worker ever talked to female non-users about family planning (%),8.9,7.0
30,Current users ever told about side effects of current method (%),64.6,33.5
31,Mothers who had an antenatal check-up in the first trimester (%),83.7,81.3
32,Mothers who had at least 4 antenatal care visits (%),89.2,87.8
33,Mothers whose last birth was protected against neonatal tetanus (%),96.8,91.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),29.2,19.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.5,6.7
