,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),72.6,67.9
1,Population below age 15 years (%),26.4,32.3
2,"Sex ratio of the total population (females per 1,000 males)",901,"1,000"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",968,"1,074"
4,Children under age 5 years whose birth was registered with the civil authority (%),97.8,45.2
5,Deaths in the last 3 years registered with the civil authority (%),74.2,na
6,Population living in households with electricity (%),100.0,94.2
7,Population living in households with an improved drinking-water source (%),77.7,65.6
8,Population living in households that use an improved sanitation facility(%),63.3,39.6
9,Households using clean fuel for cooking (%),42.8,32.6
10,Households using iodized salt (%),96.0,83.9
11,Households with any usual member covered under a health insurance/financing scheme (%),16.4,4.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
13,Women who are literate (%),79.4,na
14,Women with 10 or more years of schooling (%),46.4,34.2
15,Women age 20-24 years married before age 18 years (%),12.2,25.6
16,Births in the 5 years preceding the survey that are third or higher order (%),0.3,4.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.1,6.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),53.1,56.8
19,Any method (%),65.9,28.0
20,Any modern method (%),56.2,24.9
21,Female sterilization (%),24.2,13.2
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),7.0,1.0
24,Pill (%),14.4,2.3
25,Condom (%),6.3,7.5
26,Injectables (%),3.5,0.6
27,Total unmet need(%),5.7,21.1
28,Unmet need for spacing (%),3.8,9.8
29,Health worker ever talked to female non-users about family planning (%),6.4,7.3
30,Current users ever told about side effects of current method (%),53.7,(44.0)
31,Mothers who had an antenatal check-up in the first trimester (%),82.5,55.5
32,Mothers who had at least 4 antenatal care visits (%),71.9,55.9
33,Mothers whose last birth was protected against neonatal tetanus (%),94.3,70.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.4,19.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),3.8,9.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.4,83.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),78.7,54.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,199","5,523"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(14.6),1.4
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.8,na
41,Institutional births (%),88.8,75.2
42,Institutional births in public facility (%),84.9,72.7
43,Home births that were conducted by skilled health personnel (%),5.6,3.6
44,Births attended by skilled health personnel (%),94.4,78.6
45,Births delivered by caesarean section (%),29.0,22.7
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),30.7,29.2
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),95.0,44.5
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),98.1,(62.5)
50,Children age 12-23 months who have received BCG (%),100.0,88.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),95.0,64.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),98.2,65.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.9,58.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),44.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),12.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),98.2,47.0
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.0,66.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.8,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.2,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.7,5.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(76.7),(55.1)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(47.4),(35.4)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(56.4),(66.7)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.1,5.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(38.0),63.9
66,Children under age 3 years breastfed within one hour of birth (%),45.6,56.0
67,Children under age 6 months exclusively breastfed (%),(42.1),(53.8)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(40.0)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.0,22.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(24.9)
71,Total children age 6-23 months receiving an adequate diet  (%),7.7,22.8
72,Children under 5 years who are stunted (height-for-age) (%),30.3,36.7
73,Children under 5 years who are wasted (weight-for-height) (%),22.5,11.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),12.0,4.2
75,Children under 5 years who are underweight (weight-for-age) (%),32.4,22.8
76,Children under 5 years who are overweight (weight-for-height) (%),5.2,7.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.8,17.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.7,21.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),86.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.4,52.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.0,37.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),41.8,45.0
83,All women age 15-49 years who are anaemic (%),60.6,37.8
84,All women age 15-19 years who are anaemic (%),72.0,41.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.7,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.0,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.4,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),2.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.4,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.7,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.5,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.6,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.4,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.8,na
97,  Ever undergone a screening test for cervical cancer (%),0.2,na
98,  Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),3.2,na
101,Men age 15 years and above who use any kind of tobacco (%),44.8,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),8.2,na
