,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),65.1,56.0
2,Population below age 15 years (%),28.4,34.6
3,"Sex ratio of the total population (females per 1,000 males)",943,"1,033"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",959,992
5,Children under age 5 years whose birth was registered with the civil authority (%),82.5,79.9
6,Deaths in the last 3 years registered with the civil authority (%),76.9,na
7,Population living in households with electricity (%),99.6,94.1
8,Population living in households with an improved drinking-water source (%),92.6,85.9
9,Population living in households that use an improved sanitation facility(%),70.9,46.2
10,Households using clean fuel for cooking (%),42.4,15.8
11,Households using iodized salt (%),97.7,84.7
12,Households with any usual member covered under a health insurance/financing scheme (%),7.6,2.9
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.2,na
15,Women who are literate (%),69.2,na
16,Women with 10 or more years of schooling (%),46.8,32.4
18,Women age 20-24 years married before age 18 years (%),11.0,20.2
19,Births in the 5 years preceding the survey that are third or higher order (%),2.1,3.8
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.7,7.3
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.8,46.6
23,Any method (%),69.5,30.4
24,Any modern method (%),49.4,22.1
25,Female sterilization (%),22.6,12.4
26,Male sterilization (%),0.2,0.0
27,IUD/PPIUD (%),3.7,1.1
28,Pill (%),10.1,4.1
29,Condom (%),11.2,3.2
30,Injectables (%),0.3,1.3
32,Total unmet need(%),7.2,23.7
33,Unmet need for spacing (%),5.0,9.6
35,Health worker ever talked to female non-users about family planning (%),10.8,8.4
36,Current users ever told about side effects of current method (%),58.6,(34.2)
38,Mothers who had an antenatal check-up in the first trimester (%),86.3,41.8
39,Mothers who had at least 4 antenatal care visits (%),74.3,36.9
40,Mothers whose last birth was protected against neonatal tetanus (%),79.5,63.5
41,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),23.1,9.1
42,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.3,4.1
43,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,78.2
45,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.6,39.0
46,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,458","7,512"
47,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),1.8,0.9
49,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.6,na
51,Institutional births (%),73.5,49.6
52,Institutional births in public facility (%),68.9,48.0
53,Home births that were conducted by skilled health personnel (%),1.7,8.9
54,Births attended by skilled health personnel (%),75.6,56.5
55,Births delivered by caesarean section (%),19.5,12.0
56,Births in a private health facility that were delivered by caesarean section (%),*,*
57,Births in a public health facility that were delivered by caesarean section (%),23.5,21.9
60,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),61.7,43.2
61,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(75.3),(43.6)
62,Children age 12-23 months who have received BCG (%),83.6,79.9
63,Children age 12-23 months who have received 3 doses of polio vaccine (%),63.6,55.7
64,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),69.4,67.7
65,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),67.5,65.8
66,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),13.8,na
67,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
68,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),71.3,42.5
69,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),55.4,53.0
70,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),98.4
71,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),1.6
73,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.7,7.2
74,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(54.5)
75,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(31.7)
76,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(56.3)
77,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,6.5
79,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,71.1
81,Children under age 3 years breastfed within one hour of birth (%),68.1,34.6
82,Children under age 6 months exclusively breastfed (%),(64.8),(54.5)
83,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
84,Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.9,25.4
85,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
86,Total children age 6-23 months receiving an adequate diet  (%),12.9,28.5
87,Children under 5 years who are stunted (height-for-age) (%),32.7,36.2
88,Children under 5 years who are wasted (weight-for-height) (%),9.5,13.2
89,Children under 5 years who are severely wasted (weight-for-height) (%),6.0,6.6
90,Children under 5 years who are underweight (weight-for-age) (%),15.2,18.8
91,Children under 5 years who are overweight (weight-for-height) (%),15.1,6.3
93,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),5.0,14.6
94,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),31.3,18.7
95,Women who have high risk waist-to-hip ratio (≥0.85) (%),77.2,na
97,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),80.7,56.3
98,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.9,35.3
99,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),47.7,34.9
100,All women age 15-49 years who are anaemic (%),66.5,35.3
