,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),73.0,64.8
1,Population below age 15 years (%),26.1,28.6
2,"Sex ratio of the total population (females per 1,000 males)",946,979
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",997,914
4,Children under age 5 years whose birth was registered with the civil authority (%),95.9,98.5
5,Deaths in the last 3 years registered with the civil authority (%),76.1,na
6,Population living in households with electricity (%),99.9,97.5
7,Population living in households with an improved drinking-water source (%),76.4,64.8
8,Population living in households that use an improved sanitation facility(%),69.8,34.5
9,Households using clean fuel for cooking (%),55.1,26.8
10,Households using iodized salt (%),96.1,87.1
11,Households with any usual member covered under a health insurance/financing scheme (%),16.8,5.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
13,Women who are literate (%),77.3,na
14,Women with 10 or more years of schooling (%),43.7,34.0
15,Women age 20-24 years married before age 18 years (%),6.1,12.2
16,Births in the 5 years preceding the survey that are third or higher order (%),0.7,1.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.0,3.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.7,50.3
19,Any method (%),69.7,70.2
20,Any modern method (%),63.9,58.3
21,Female sterilization (%),29.6,35.2
22,Male sterilization (%),0.2,1.0
23,IUD/PPIUD (%),7.8,1.2
24,Pill (%),10.3,3.0
25,Condom (%),10.5,17.1
26,Injectables (%),4.4,0.1
27,Total unmet need(%),6.3,7.9
28,Unmet need for spacing (%),2.3,3.1
29,Health worker ever talked to female non-users about family planning (%),9.0,27.9
30,Current users ever told about side effects of current method (%),57.8,53.0
31,Mothers who had an antenatal check-up in the first trimester (%),80.1,78.3
32,Mothers who had at least 4 antenatal care visits (%),69.8,90.5
33,Mothers whose last birth was protected against neonatal tetanus (%),93.7,94.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),19.4,50.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.9,33.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.3,89.9
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.2,72.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,412","3,100"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),(1.5)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),69.1,na
41,Institutional births (%),87.2,82.7
42,Institutional births in public facility (%),86.0,78.1
43,Home births that were conducted by skilled health personnel (%),3.6,3.1
44,Births attended by skilled health personnel (%),91.1,86.7
45,Births delivered by caesarean section (%),37.0,18.1
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),41.6,20.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),85.8,82.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(97.7),84.3
50,Children age 12-23 months who have received BCG (%),92.9,97.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),85.8,97.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.3,96.0
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.8,83.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),35.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),14.7,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.3,72.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),80.1,53.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(98.0),97.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),2.8
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.9,2.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(86.2),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(44.3),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(59.9),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.5,1.4
