Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),77.1,74.1
Population below age 15 years (%),25.0,26.5
"Sex ratio of the total population (females per 1,000 males)","1,073","1,089"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",866,969
Children under age 5 years whose birth was registered with the civil authority (%),92.2,90.3
Deaths in the last 3 years registered with the civil authority (%),70.5,na
Population living in households with electricity (%),97.1,90.3
Population living in households with an improved drinking-water source (%),98.5,98.0
Population living in households that use an improved sanitation facility(%),70.9,39.1
Households using clean fuel for cooking (%),28.4,14.2
Households using iodized salt (%),95.2,80.2
Households with any usual member covered under a health insurance/financing scheme (%),40.6,41.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.7,na
Women who are literate (%),73.8,na
Women with 10 or more years of schooling (%),38.3,31.1
Women age 20-24 years married before age 18 years (%),26.4,25.9
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.3,11.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.1,47.5
Any method (%),68.3,38.5
Any modern method (%),49.7,32.5
Female sterilization (%),21.0,13.9
Male sterilization (%),0.2,0.0
IUD/PPIUD (%),2.0,0.3
Pill (%),18.3,15.9
Condom (%),7.1,2.1
Injectables (%),0.2,0.3
Total unmet need(%),9.3,23.2
Unmet need for spacing (%),2.8,6.6
Health worker ever talked to female non-users about family planning (%),21.7,12.2
Current users ever told about side effects of current method (%),59.0,45.3
Mothers who had an antenatal check-up in the first trimester (%),62.5,52.0
Mothers who had at least 4 antenatal care visits (%),56.6,57.3
Mothers whose last birth was protected against neonatal tetanus (%),94.0,91.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),36.0,17.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.7,5.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.2,95.7
