,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),68.6,68.4
1,Population below age 15 years (%),25.9,27.6
2,"Sex ratio of the total population (females per 1,000 males)","1,009",995
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",844,966
4,Children under age 5 years whose birth was registered with the civil authority (%),84.4,70.9
5,Deaths in the last 3 years registered with the civil authority (%),66.0,na
6,Population living in households with electricity (%),96.3,88.6
7,Population living in households with an improved drinking-water source (%),92.5,88.5
8,Population living in households that use an improved sanitation facility(%),52.9,16.7
9,Households using clean fuel for cooking (%),30.9,11.5
10,Households using iodized salt (%),95.5,90.6
11,Households with any usual member covered under a health insurance/financing scheme (%),44.7,61.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),20.0,na
13,Women who are literate (%),68.8,na
14,Women with 10 or more years of schooling (%),29.9,18.4
15,Women age 20-24 years married before age 18 years (%),25.3,23.4
16,Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.7,8.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.8,36.3
19,Any method (%),70.7,64.5
20,Any modern method (%),45.3,43.0
21,Female sterilization (%),21.5,20.3
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),1.8,1.6
24,Pill (%),15.6,19.8
25,Condom (%),5.4,1.1
26,Injectables (%),0.0,0.1
27,Total unmet need(%),5.2,8.3
28,Unmet need for spacing (%),2.1,3.3
29,Health worker ever talked to female non-users about family planning (%),28.5,30.2
30,Current users ever told about side effects of current method (%),67.3,60.0
31,Mothers who had an antenatal check-up in the first trimester (%),78.8,73.8
32,Mothers who had at least 4 antenatal care visits (%),79.0,73.4
33,Mothers whose last birth was protected against neonatal tetanus (%),95.7,98.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.3,42.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),28.9,7.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,99.3
37,days of delivery (%),89.6,73.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,249","3,611"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,18.2
40,days of delivery (%),90.9,na
41,Institutional births (%),93.4,82.3
42,Institutional births in public facility (%),86.7,81.2
43,Home births that were conducted by skilled health personnel (%),1.6,5.4
44,Births attended by skilled health personnel (%),95.0,87.7
45,Births delivered by caesarean section (%),13.4,7.0
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),9.9,7.6
48,mother's recall (%),91.8,94.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),92.8,99.0
50,Children age 12-23 months who have received BCG (%),95.1,98.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),93.7,94.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.3,98.3
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.3,98.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),48.5,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),91.5,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.3,95.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),93.7,69.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.0,10.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(69.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(26.9)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(70.1)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.3,0.6
65,health provider (%),(72.1),(72.8)
66,Children under age 3 years breastfed within one hour of birth (%),68.6,89.0
67,Children under age 6 months exclusively breastfed (%),(58.3),(47.2)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),20.0,10.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),19.6,10.0
72,Children under 5 years who are stunted (height-for-age) (%),37.0,42.2
73,Children under 5 years who are wasted (weight-for-height) (%),20.1,22.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.9,7.1
75,Children under 5 years who are underweight (weight-for-age) (%),38.6,43.5
76,Children under 5 years who are overweight (weight-for-height) (%),1.6,1.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.1,31.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.5,8.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),71.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),56.2,44.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.6,49.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(40.7),(50.2)
83,All women age 15-49 years who are anaemic (%),54.1,49.9
84,All women age 15-19 years who are anaemic (%),53.3,43.2
85,Blood sugar level - high (141-160 mg/dl)(%),5.1,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.5,na
89,Blood sugar level - very high (>160 mg/dl) (%),7.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
93,blood pressure (%),20.9,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.7,na
96,blood pressure (%),24.0,na
97,Ever undergone a screening test for cervical cancer (%),1.2,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),19.1,na
101,Men age 15 years and above who use any kind of tobacco (%),42.7,na
102,Women age 15 years and above who consume alcohol (%),0.9,na
103,Men age 15 years and above who consume alcohol (%),25.1,na
