,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),84.3,77.7
1,Population below age 15 years (%),25.1,26.3
2,"Sex ratio of the total population (females per 1,000 males)","1,127","1,129"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",860,"1,007"
4,Children under age 5 years whose birth was registered with the civil authority (%),96.3,91.1
5,Deaths in the last 3 years registered with the civil authority (%),67.6,na
6,Population living in households with electricity (%),99.5,93.4
7,Population living in households with an improved drinking-water source (%),99.7,99.0
8,Population living in households that use an improved sanitation facility(%),57.3,26.4
9,Households using clean fuel for cooking (%),27.9,13.8
10,Households using iodized salt (%),98.9,95.5
11,Households with any usual member covered under a health insurance/financing scheme (%),50.0,55.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.8,na
13,Women who are literate (%),84.4,na
14,Women with 10 or more years of schooling (%),42.5,30.3
15,Women age 20-24 years married before age 18 years (%),9.4,12.2
16,Births in the 5 years preceding the survey that are third or higher order (%),0.8,1.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.8,3.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.6,56.3
19,Any method (%),64.7,62.8
20,Any modern method (%),34.3,51.7
21,Female sterilization (%),20.6,25.3
22,Male sterilization (%),0.2,0.2
23,IUD/PPIUD (%),1.1,2.0
24,Pill (%),7.4,19.2
25,Condom (%),4.5,4.8
26,Injectables (%),0.2,0.3
27,Total unmet need(%),12.3,13.9
28,Unmet need for spacing (%),4.2,5.0
29,Health worker ever talked to female non-users about family planning (%),22.0,18.1
30,Current users ever told about side effects of current method (%),48.3,66.9
31,Mothers who had an antenatal check-up in the first trimester (%),76.2,63.7
32,Mothers who had at least 4 antenatal care visits (%),77.1,53.1
33,Mothers whose last birth was protected against neonatal tetanus (%),90.8,96.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),54.2,23.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.5,3.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,97.0
37,days of delivery (%),85.5,83.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"7,842","4,831"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),91.7,na
41,Institutional births (%),96.7,94.0
42,Institutional births in public facility (%),77.3,81.3
43,Home births that were conducted by skilled health personnel (%),1.7,2.3
44,Births attended by skilled health personnel (%),94.6,95.8
45,Births delivered by caesarean section (%),25.3,14.6
46,Births in a private health facility that were delivered by caesarean section (%),(64.1),(52.7)
47,Births in a public health facility that were delivered by caesarean section (%),16.7,9.7
48,mother's recall (%),(82.8),76.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(93.5),87.9
50,Children age 12-23 months who have received BCG (%),(93.8),86.7
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(87.7),80.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(91.4),85.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(88.9),83.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(39.8),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(68.2),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(85.9),84.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.5,66.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(94.4),100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.8),0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.4,14.4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(80.6),65.6
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(29.2),7.9
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(52.9),68.8
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.5,6.0
65,health provider (%),72.7,78.4
66,Children under age 3 years breastfed within one hour of birth (%),68.9,63.4
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(47.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),23.9,13.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),23.3,11.9
72,Children under 5 years who are stunted (height-for-age) (%),28.6,26.9
73,Children under 5 years who are wasted (weight-for-height) (%),7.9,12.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),1.4,4.4
75,Children under 5 years who are underweight (weight-for-age) (%),17.9,24.1
76,Children under 5 years who are overweight (weight-for-height) (%),6.6,3.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.5,24.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),24.1,16.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.5,28.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.9,42.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(56.0),(40.1)
83,All women age 15-49 years who are anaemic (%),58.8,42.3
84,All women age 15-19 years who are anaemic (%),57.6,45.2
85,Blood sugar level - high (141-160 mg/dl)(%),6.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),7.4,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.7,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),11.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
93,blood pressure (%),21.9,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.9,na
