Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),48.9,44.5
Population below age 15 years (%),34.1,34.3
"Sex ratio of the total population (females per 1,000 males)","1,137","1,027"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",981,925
Children under age 5 years whose birth was registered with the civil authority (%),76.8,75.3
Deaths in the last 3 years registered with the civil authority (%),60.9,na
Population living in households with electricity (%),95.8,88.3
Population living in households with an improved drinking-water source (%),94.7,89.0
Population living in households that use an improved sanitation facility(%),41.4,16.8
Households using clean fuel for cooking (%),20.9,5.6
Households using iodized salt (%),96.5,91.4
Households with any usual member covered under a health insurance/financing scheme (%),47.0,58.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.6,na
Women who are literate (%),39.0,na
Women with 10 or more years of schooling (%),14.0,11.8
Women age 20-24 years married before age 18 years (%),32.4,39.3
Births in the 5 years preceding the survey that are third or higher order (%),2.2,4.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),11.7,13.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),64.7,36.6
Any method (%),74.1,52.0
Any modern method (%),53.4,46.2
Female sterilization (%),34.3,34.8
Male sterilization (%),1.0,0.0
IUD/PPIUD (%),4.2,1.1
Pill (%),9.1,8.5
Condom (%),2.4,1.8
Injectables (%),0.1,0.0
Total unmet need(%),4.4,11.9
Unmet need for spacing (%),2.0,5.9
Health worker ever talked to female non-users about family planning (%),37.1,22.7
Current users ever told about side effects of current method (%),82.8,78.0
Mothers who had an antenatal check-up in the first trimester (%),81.7,55.0
Mothers who had at least 4 antenatal care visits (%),82.8,69.3
Mothers whose last birth was protected against neonatal tetanus (%),95.0,89.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),63.8,39.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),34.3,7.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,95.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),89.5,69.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,782","1,454"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(15.8),3.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),86.4,na
Institutional births (%),90.7,67.8
Institutional births in public facility (%),89.9,67.7
Home births that were conducted by skilled health personnel (%),3.4,10.6
Births attended by skilled health personnel (%),93.8,77.5
Births delivered by caesarean section (%),5.7,1.6
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),6.1,2.1
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),94.8,76.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),97.2,78.2
Children age 12-23 months who have received BCG (%),100.0,98.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),94.8,84.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),97.3,93.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.2,85.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),46.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),96.2,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),97.3,87.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.0,78.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.8,10.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,88.9
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,10.4
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,83.9
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.1,1.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(60.5),69.5
