Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),62.5,50.9
Population below age 15 years (%),25.8,28.9
"Sex ratio of the total population (females per 1,000 males)","1,051","1,011"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",903,898
Children under age 5 years whose birth was registered with the civil authority (%),85.7,79.7
Deaths in the last 3 years registered with the civil authority (%),66.5,na
Population living in households with electricity (%),97.2,68.2
Population living in households with an improved drinking-water source (%),96.5,93.8
Population living in households that use an improved sanitation facility(%),64.4,14.5
Households using clean fuel for cooking (%),28.9,7.1
Households using iodized salt (%),97.6,96.2
Households with any usual member covered under a health insurance/financing scheme (%),48.6,50.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.2,na
Women who are literate (%),61.8,na
Women with 10 or more years of schooling (%),26.5,18.7
Women age 20-24 years married before age 18 years (%),16.3,21.7
Births in the 5 years preceding the survey that are third or higher order (%),0.5,1.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.9,5.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),70.5,29.9
Any method (%),75.9,61.6
Any modern method (%),48.6,46.8
Female sterilization (%),29.4,30.8
Male sterilization (%),0.2,0.0
IUD/PPIUD (%),1.8,1.5
Pill (%),11.3,11.4
Condom (%),4.4,2.7
Injectables (%),0.1,0.3
Total unmet need(%),4.0,9.3
Unmet need for spacing (%),1.6,3.8
Health worker ever talked to female non-users about family planning (%),36.1,26.9
Current users ever told about side effects of current method (%),80.7,58.8
Mothers who had an antenatal check-up in the first trimester (%),80.1,70.6
Mothers who had at least 4 antenatal care visits (%),82.9,46.7
Mothers whose last birth was protected against neonatal tetanus (%),96.8,92.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),61.0,33.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),32.2,3.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,96.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.0,58.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,271","5,133"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,1.5
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),90.1,na
Institutional births (%),92.8,74.5
Institutional births in public facility (%),84.7,65.2
Home births that were conducted by skilled health personnel (%),2.2,6.4
Births attended by skilled health personnel (%),92.2,76.9
Births delivered by caesarean section (%),13.2,9.9
Births in a private health facility that were delivered by caesarean section (%),(29.5),(18.5)
Births in a public health facility that were delivered by caesarean section (%),12.8,12.5
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(91.3),88.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.3),(95.4)
Children age 12-23 months who have received BCG (%),(100.0),98.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),(93.0),88.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(91.3),94.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(98.1),98.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(41.1),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(90.9),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(91.3),90.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.6,84.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),98.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),1.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.2,8.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.7,0.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(71.0)
Children under age 3 years breastfed within one hour of birth (%),68.9,71.9
Children under age 6 months exclusively breastfed (%),(84.6),(67.4)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),17.9,3.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),16.4,4.5
Children under 5 years who are stunted (height-for-age) (%),33.0,36.6
Children under 5 years who are wasted (weight-for-height) (%),17.2,24.8
Children under 5 years who are severely wasted (weight-for-height) (%),6.0,9.0
Children under 5 years who are underweight (weight-for-age) (%),33.6,39.7
Children under 5 years who are overweight (weight-for-height) (%),2.1,2.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.8,34.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.0,9.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),58.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.8,67.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.0,68.5
