,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),60.9,57.2
1,Population below age 15 years (%),27.2,30.9
2,"Sex ratio of the total population (females per 1,000 males)","1,060","1,044"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,025",999
4,Children under age 5 years whose birth was registered with the civil authority (%),83.7,66.7
5,Deaths in the last 3 years registered with the civil authority (%),63.2,na
6,Population living in households with electricity (%),94.6,83.2
7,Population living in households with an improved drinking-water source (%),97.5,95.9
8,Population living in households that use an improved sanitation facility(%),58.4,19.9
9,Households using clean fuel for cooking (%),23.2,8.7
10,Households using iodized salt (%),99.0,98.6
11,Households with any usual member covered under a health insurance/financing scheme (%),45.3,55.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.1,na
13,Women who are literate (%),53.5,na
14,Women with 10 or more years of schooling (%),27.3,19.9
15,Women age 20-24 years married before age 18 years (%),15.6,19.1
16,Births in the 5 years preceding the survey that are third or higher order (%),1.2,1.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.9,2.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),65.0,23.0
19,Any method (%),71.4,58.8
20,Any modern method (%),54.9,43.6
21,Female sterilization (%),34.1,31.1
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),4.4,0.6
24,Pill (%),11.2,10.5
25,Condom (%),3.6,1.2
26,Injectables (%),0.8,0.1
27,Total unmet need(%),7.3,8.7
28,Unmet need for spacing (%),2.4,3.3
29,Health worker ever talked to female non-users about family planning (%),38.3,35.6
30,Current users ever told about side effects of current method (%),73.8,61.3
31,Mothers who had an antenatal check-up in the first trimester (%),76.6,73.1
32,Mothers who had at least 4 antenatal care visits (%),71.7,75.5
33,Mothers whose last birth was protected against neonatal tetanus (%),95.4,98.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),52.0,43.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.4,3.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,99.1
37,days of delivery (%),85.9,70.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,418","4,297"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(10.2),13.4
40,days of delivery (%),86.5,na
41,Institutional births (%),89.8,84.7
42,Institutional births in public facility (%),85.1,82.4
43,Home births that were conducted by skilled health personnel (%),3.5,4.0
44,Births attended by skilled health personnel (%),92.7,87.0
45,Births delivered by caesarean section (%),14.0,6.6
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),12.3,7.0
48,mother's recall (%),97.0,83.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),95.9,88.2
50,Children age 12-23 months who have received BCG (%),100.0,94.7
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),97.0,87.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),98.4,90.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),100.0,87.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),54.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),96.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),98.4,85.0
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),89.2,61.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.0,5.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8,1.9
65,health provider (%),*,(85.8)
66,Children under age 3 years breastfed within one hour of birth (%),78.6,85.7
67,Children under age 6 months exclusively breastfed (%),(93.7),(49.2)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),26.0,2.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),25.3,2.6
72,Children under 5 years who are stunted (height-for-age) (%),43.1,37.6
73,Children under 5 years who are wasted (weight-for-height) (%),18.1,26.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.7,9.2
75,Children under 5 years who are underweight (weight-for-age) (%),38.0,40.0
76,Children under 5 years who are overweight (weight-for-height) (%),3.7,1.0
