Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),72.1,69.6
Population below age 15 years (%),22.2,24.2
"Sex ratio of the total population (females per 1,000 males)",957,"1,020"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",950,929
Children under age 5 years whose birth was registered with the civil authority (%),93.9,88.1
Deaths in the last 3 years registered with the civil authority (%),76.2,na
Population living in households with electricity (%),98.4,85.1
Population living in households with an improved drinking-water source (%),98.0,96.6
Population living in households that use an improved sanitation facility(%),61.9,27.9
Households using clean fuel for cooking (%),31.9,13.3
Households using iodized salt (%),99.0,99.1
Households with any usual member covered under a health insurance/financing scheme (%),45.5,52.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(9.3),na
Women who are literate (%),71.6,na
Women with 10 or more years of schooling (%),37.4,24.4
Women age 20-24 years married before age 18 years (%),8.6,13.7
Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.3,1.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.6,35.8
Any method (%),75.4,67.1
Any modern method (%),55.7,51.6
Female sterilization (%),33.2,33.7
Male sterilization (%),0.0,0.2
IUD/PPIUD (%),3.3,1.0
Pill (%),11.6,13.3
Condom (%),6.0,2.8
Injectables (%),0.3,0.6
Total unmet need(%),5.1,10.0
Unmet need for spacing (%),1.6,4.0
Health worker ever talked to female non-users about family planning (%),28.0,27.6
Current users ever told about side effects of current method (%),80.9,66.2
Mothers who had an antenatal check-up in the first trimester (%),80.9,79.8
Mothers who had at least 4 antenatal care visits (%),70.1,63.5
Mothers whose last birth was protected against neonatal tetanus (%),90.9,98.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),52.2,43.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),25.3,3.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,98.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),92.7,80.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,112","5,137"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.0,na
Institutional births (%),99.6,92.0
Institutional births in public facility (%),91.9,81.6
Home births that were conducted by skilled health personnel (%),0.0,1.9
Births attended by skilled health personnel (%),96.2,91.5
Births delivered by caesarean section (%),29.5,20.1
Births in a private health facility that were delivered by caesarean section (%),*,(76.3)
Births in a public health facility that were delivered by caesarean section (%),26.0,14.9
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),95.9,81.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),97.9,89.2
Children age 12-23 months who have received BCG (%),100.0,92.5
