Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.2,64.1
Population below age 15 years (%),27.2,28.8
"Sex ratio of the total population (females per 1,000 males)","1,115","1,065"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",984,843
Children under age 5 years whose birth was registered with the civil authority (%),87.5,66.0
Deaths in the last 3 years registered with the civil authority (%),61.1,na
Population living in households with electricity (%),91.1,76.3
Population living in households with an improved drinking-water source (%),92.9,85.5
Population living in households that use an improved sanitation facility(%),47.6,21.3
Households using clean fuel for cooking (%),27.9,16.4
Households using iodized salt (%),98.4,92.6
Households with any usual member covered under a health insurance/financing scheme (%),43.3,47.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.6,na
Women who are literate (%),64.6,na
Women with 10 or more years of schooling (%),29.5,28.1
Women age 20-24 years married before age 18 years (%),29.0,27.6
Births in the 5 years preceding the survey that are third or higher order (%),2.3,2.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.2,15.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.6,53.8
Any method (%),77.6,39.8
Any modern method (%),45.8,33.8
Female sterilization (%),21.3,15.5
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),3.7,2.2
Pill (%),13.8,11.9
Condom (%),5.4,4.2
Injectables (%),0.1,0.0
Total unmet need(%),3.8,26.4
Unmet need for spacing (%),1.4,8.4
Health worker ever talked to female non-users about family planning (%),16.9,21.7
Current users ever told about side effects of current method (%),67.2,57.1
Mothers who had an antenatal check-up in the first trimester (%),70.7,45.6
Mothers who had at least 4 antenatal care visits (%),57.1,39.4
Mothers whose last birth was protected against neonatal tetanus (%),90.9,83.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.1,45.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),22.3,5.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,95.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),75.4,58.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,467","3,813"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(8.4),6.1
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.3,na
Institutional births (%),80.4,72.2
Institutional births in public facility (%),70.0,66.2
Home births that were conducted by skilled health personnel (%),4.6,3.1
Births attended by skilled health personnel (%),79.9,72.0
