Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),50.6,46.2
Population below age 15 years (%),29.7,31.0
"Sex ratio of the total population (females per 1,000 males)","1,079","1,019"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,014",872
Children under age 5 years whose birth was registered with the civil authority (%),90.1,83.9
Deaths in the last 3 years registered with the civil authority (%),60.2,na
Population living in households with electricity (%),96.2,77.6
Population living in households with an improved drinking-water source (%),89.5,85.2
Population living in households that use an improved sanitation facility(%),39.4,18.5
Households using clean fuel for cooking (%),31.5,19.0
Households using iodized salt (%),96.4,90.0
Households with any usual member covered under a health insurance/financing scheme (%),54.6,42.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.8,na
Women who are literate (%),40.6,na
Women with 10 or more years of schooling (%),17.6,14.5
Women age 20-24 years married before age 18 years (%),35.5,34.7
Births in the 5 years preceding the survey that are third or higher order (%),0.6,0.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.4,12.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),67.2,27.8
Any method (%),65.4,59.2
Any modern method (%),56.0,51.1
Female sterilization (%),34.8,38.8
Male sterilization (%),4.0,0.3
IUD/PPIUD (%),3.6,0.4
Pill (%),8.4,8.9
Condom (%),3.3,2.2
Injectables (%),0.0,0.0
Total unmet need(%),6.6,10.0
Unmet need for spacing (%),2.9,5.3
Health worker ever talked to female non-users about family planning (%),44.9,23.7
Current users ever told about side effects of current method (%),84.8,68.2
Mothers who had an antenatal check-up in the first trimester (%),87.1,55.8
Mothers who had at least 4 antenatal care visits (%),79.2,58.4
Mothers whose last birth was protected against neonatal tetanus (%),97.6,94.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),72.3,31.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),45.5,2.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,98.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.5,49.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,535","2,408"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(9.5),2.4
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.9,na
Institutional births (%),82.1,68.4
Institutional births in public facility (%),79.2,67.4
Home births that were conducted by skilled health personnel (%),5.9,5.4
Births attended by skilled health personnel (%),86.3,73.2
Births delivered by caesarean section (%),5.0,4.3
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),5.3,4.9
