,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),55.5,53.3
1,Population below age 15 years (%),28.2,31.8
2,"Sex ratio of the total population (females per 1,000 males)","1,087","1,026"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",999,800
4,Children under age 5 years whose birth was registered with the civil authority (%),89.9,82.9
5,Deaths in the last 3 years registered with the civil authority (%),72.5,na
6,Population living in households with electricity (%),94.1,88.5
7,Population living in households with an improved drinking-water source (%),78.1,68.7
8,Population living in households that use an improved sanitation facility(%),58.3,38.4
9,Households using clean fuel for cooking (%),28.9,19.2
10,Households using iodized salt (%),88.3,76.8
11,Households with any usual member covered under a health insurance/financing scheme (%),39.6,48.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.8,na
13,Women who are literate (%),47.6,na
14,Women with 10 or more years of schooling (%),22.5,16.8
15,Women age 20-24 years married before age 18 years (%),28.1,25.3
16,Births in the 5 years preceding the survey that are third or higher order (%),2.0,1.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.8,9.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),75.8,30.6
19,Any method (%),76.2,65.8
20,Any modern method (%),53.9,55.7
21,Female sterilization (%),40.7,45.7
22,Male sterilization (%),0.5,0.1
23,IUD/PPIUD (%),2.0,0.1
24,Pill (%),6.6,8.0
25,Condom (%),0.8,1.7
26,Injectables (%),1.1,0.0
27,Total unmet need(%),5.4,8.9
28,Unmet need for spacing (%),2.2,4.7
29,Health worker ever talked to female non-users about family planning (%),26.2,25.8
30,Current users ever told about side effects of current method (%),80.2,60.1
31,Mothers who had an antenatal check-up in the first trimester (%),79.3,60.9
32,Mothers who had at least 4 antenatal care visits (%),83.0,49.1
33,Mothers whose last birth was protected against neonatal tetanus (%),99.2,93.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),64.9,22.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),36.5,2.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,94.5
37,days of delivery (%),78.2,46.4
