,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.6,79.8
1,Population below age 15 years (%),21.3,23.4
2,"Sex ratio of the total population (females per 1,000 males)","1,019",992
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",745,987
4,Children under age 5 years whose birth was registered with the civil authority (%),95.1,89.3
5,Deaths in the last 3 years registered with the civil authority (%),69.8,na
6,Population living in households with electricity (%),98.2,92.4
7,Population living in households with an improved drinking-water source (%),92.3,92.2
8,Population living in households that use an improved sanitation facility(%),60.2,40.2
9,Households using clean fuel for cooking (%),45.1,31.0
10,Households using iodized salt (%),98.9,95.1
11,Households with any usual member covered under a health insurance/financing scheme (%),42.3,34.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.6,na
13,Women who are literate (%),80.1,na
14,Women with 10 or more years of schooling (%),40.9,32.3
15,Women age 20-24 years married before age 18 years (%),14.2,17.6
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.7,0.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.7,64.4
19,Any method (%),84.4,49.8
20,Any modern method (%),47.0,37.2
21,Female sterilization (%),26.1,25.6
22,Male sterilization (%),0.2,0.6
23,IUD/PPIUD (%),2.8,0.5
24,Pill (%),8.2,7.4
25,Condom (%),8.5,2.1
26,Injectables (%),0.5,0.3
27,Total unmet need(%),3.7,16.1
28,Unmet need for spacing (%),1.1,4.0
29,Health worker ever talked to female non-users about family planning (%),9.8,19.7
30,Current users ever told about side effects of current method (%),53.3,35.8
31,Mothers who had an antenatal check-up in the first trimester (%),73.6,73.5
32,Mothers who had at least 4 antenatal care visits (%),84.2,51.0
33,Mothers whose last birth was protected against neonatal tetanus (%),96.2,92.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),63.3,30.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),28.5,4.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,99.3
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),92.5,68.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,988","5,590"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),92.2,na
41,Institutional births (%),98.9,94.0
42,Institutional births in public facility (%),69.5,71.0
