,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),69.5,67.6
1,Population below age 15 years (%),31.3,35.2
2,"Sex ratio of the total population (females per 1,000 males)","1,032",970
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",966,878
4,Children under age 5 years whose birth was registered with the civil authority (%),84.8,63.4
5,Deaths in the last 3 years registered with the civil authority (%),50.7,na
6,Population living in households with electricity (%),98.4,68.1
7,Population living in households with an improved drinking-water source (%),97.7,92.2
8,Population living in households that use an improved sanitation facility(%),62.8,34.8
9,Households using clean fuel for cooking (%),59.4,26.3
10,Households using iodized salt (%),92.6,95.7
11,Households with any usual member covered under a health insurance/financing scheme (%),15.2,8.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),22.2,na
13,Women who are literate (%),69.5,na
14,Women with 10 or more years of schooling (%),44.4,29.3
15,Women age 20-24 years married before age 18 years (%),34.7,36.9
16,Births in the 5 years preceding the survey that are third or higher order (%),4.2,3.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.6,9.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.2,40.1
19,Any method (%),68.6,35.4
20,Any modern method (%),49.0,33.6
21,Female sterilization (%),33.7,30.7
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),0.6,0.3
24,Pill (%),3.1,0.3
25,Condom (%),8.6,1.7
26,Injectables (%),1.1,0.4
27,Total unmet need(%),10.3,21.3
28,Unmet need for spacing (%),5.7,11.2
29,Health worker ever talked to female non-users about family planning (%),23.3,19.8
30,Current users ever told about side effects of current method (%),65.3,43.3
31,Mothers who had an antenatal check-up in the first trimester (%),68.7,42.1
32,Mothers who had at least 4 antenatal care visits (%),36.8,24.4
33,Mothers whose last birth was protected against neonatal tetanus (%),90.5,93.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33.0,10.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.3,4.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),89.8,82.7
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),80.7,59.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,461","1,300"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(4.4),3.6
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.4,na
41,Institutional births (%),93.2,83.5
42,Institutional births in public facility (%),60.0,62.5
43,Home births that were conducted by skilled health personnel (%),2.8,4.5
44,Births attended by skilled health personnel (%),92.3,85.4
45,Births delivered by caesarean section (%),21.8,6.4
46,Births in a private health facility that were delivered by caesarean section (%),48.4,24.1
47,Births in a public health facility that were delivered by caesarean section (%),9.5,2.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),73.4,63.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.8,84.4
50,Children age 12-23 months who have received BCG (%),95.0,94.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),75.1,72.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.9,90.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.8,83.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),44.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.4,74.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),44.6,66.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.6,98.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.3,1.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),14.5,11.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),58.7,66.1
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),24.4,25.4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),67.1,67.1
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.6,1.8
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),69.9,74.9
66,Children under age 3 years breastfed within one hour of birth (%),28.3,35.0
67,Children under age 6 months exclusively breastfed (%),(60.3),(46.4)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(34.6),(39.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.8,11.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.1,11.1
72,Children under 5 years who are stunted (height-for-age) (%),35.5,46.6
73,Children under 5 years who are wasted (weight-for-height) (%),26.7,21.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.1,5.6
75,Children under 5 years who are underweight (weight-for-age) (%),39.5,43.7
76,Children under 5 years who are overweight (weight-for-height) (%),2.4,1.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.7,28.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.9,16.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),70.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),74.3,62.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),71.3,66.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),72.9,58.6
83,All women age 15-49 years who are anaemic (%),71.4,66.1
84,All women age 15-19 years who are anaemic (%),73.8,62.8
85,Women - Blood sugar level - high (141-160 mg/dl)(%),9.8,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),8.7,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.5,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),11.6,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),9.6,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.8,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.8,na
