Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),59.6,56.7
Population below age 15 years (%),37.2,39.8
"Sex ratio of the total population (females per 1,000 males)","1,048","1,037"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",959,859
Children under age 5 years whose birth was registered with the civil authority (%),73.3,63.2
Deaths in the last 3 years registered with the civil authority (%),40.6,na
Population living in households with electricity (%),98.9,69.7
Population living in households with an improved drinking-water source (%),98.9,98.3
Population living in households that use an improved sanitation facility(%),52.5,31.5
Households using clean fuel for cooking (%),41.0,23.4
Households using iodized salt (%),89.1,97.8
Households with any usual member covered under a health insurance/financing scheme (%),12.8,27.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.3,na
Women who are literate (%),56.1,na
Women with 10 or more years of schooling (%),28.8,24.8
Women age 20-24 years married before age 18 years (%),42.0,44.6
Births in the 5 years preceding the survey that are third or higher order (%),4.9,5.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.0,14.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),64.4,30.2
Any method (%),72.3,30.5
Any modern method (%),52.4,30.1
Female sterilization (%),37.8,27.4
Male sterilization (%),0.2,0.1
IUD/PPIUD (%),0.6,0.8
Pill (%),2.5,1.0
Condom (%),6.0,0.8
Injectables (%),2.7,0.1
Total unmet need(%),7.5,23.1
Unmet need for spacing (%),4.2,11.4
Health worker ever talked to female non-users about family planning (%),27.8,14.3
Current users ever told about side effects of current method (%),54.1,25.1
Mothers who had an antenatal check-up in the first trimester (%),64.7,40.2
Mothers who had at least 4 antenatal care visits (%),29.3,9.0
Mothers whose last birth was protected against neonatal tetanus (%),94.2,94.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.4,7.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),5.3,0.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.6,72.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77.5,56.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,628",942
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),4.0,1.1
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.0,na
Institutional births (%),80.3,78.5
Institutional births in public facility (%),53.9,58.0
Home births that were conducted by skilled health personnel (%),6.4,4.2
Births attended by skilled health personnel (%),85.1,82.6
Births delivered by caesarean section (%),17.1,9.6
Births in a private health facility that were delivered by caesarean section (%),45.1,40.7
Births in a public health facility that were delivered by caesarean section (%),9.6,2.2
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),75.2,65.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),83.8,80.9
Children age 12-23 months who have received BCG (%),95.7,94.5
Children age 12-23 months who have received 3 doses of polio vaccine (%),82.2,77.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.6,82.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.4,84.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.9,68.8
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),44.1,61.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,98.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),12.4,6.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),72.6,(44.5)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),51.7,(13.0)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),74.4,(56.2)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.3,1.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),84.3,(63.8)
Children under age 3 years breastfed within one hour of birth (%),22.4,47.1
Children under age 6 months exclusively breastfed (%),67.2,(36.7)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(40.9),(29.9)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.5,6.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),9.6,7.1
Children under 5 years who are stunted (height-for-age) (%),42.6,54.1
Children under 5 years who are wasted (weight-for-height) (%),27.8,24.3
Children under 5 years who are severely wasted (weight-for-height) (%),12.1,6.9
Children under 5 years who are underweight (weight-for-age) (%),46.7,50.2
Children under 5 years who are overweight (weight-for-height) (%),1.8,0.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.8,30.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.0,10.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),68.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),80.3,59.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),71.5,62.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),61.7,51.2
All women age 15-49 years who are anaemic (%),71.0,61.6
All women age 15-19 years who are anaemic (%),70.2,63.5
Women - Blood sugar level - high (141-160 mg/dl)(%),6.8,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.2,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.4,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.3,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.6,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.0,na
  Ever undergone a screening test for cervical cancer (%),0.4,na
  Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),2.8,na
Men age 15 years and above who use any kind of tobacco (%),49.8,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),21.5,na
