,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),64.5,58.7
1,Population below age 15 years (%),34.7,37.2
2,"Sex ratio of the total population (females per 1,000 males)","1,069","1,023"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,118",826
4,Children under age 5 years whose birth was registered with the civil authority (%),81.5,78.5
5,Deaths in the last 3 years registered with the civil authority (%),44.1,na
6,Population living in households with electricity (%),96.5,65.2
7,Population living in households with an improved drinking-water source (%),99.2,98.7
8,Population living in households that use an improved sanitation facility(%),52.6,32.6
9,Households using clean fuel for cooking (%),40.9,21.0
10,Households using iodized salt (%),86.2,95.5
11,Households with any usual member covered under a health insurance/financing scheme (%),13.5,24.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.9,na
13,Women who are literate (%),62.4,na
14,Women with 10 or more years of schooling (%),34.0,28.2
15,Women age 20-24 years married before age 18 years (%),44.9,47.8
16,Births in the 5 years preceding the survey that are third or higher order (%),4.6,3.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.1,12.7
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.2,30.3
19,Any method (%),45.8,24.0
20,Any modern method (%),41.0,23.3
21,Female sterilization (%),36.5,21.3
22,Male sterilization (%),0.0,0.1
23,IUD/PPIUD (%),0.9,0.1
24,Pill (%),0.8,0.5
25,Condom (%),1.9,1.0
26,Injectables (%),0.7,0.3
27,Total unmet need(%),16.7,20.8
28,Unmet need for spacing (%),8.3,9.7
29,Health worker ever talked to female non-users about family planning (%),18.5,12.8
30,Current users ever told about side effects of current method (%),47.4,31.6
31,Mothers who had an antenatal check-up in the first trimester (%),46.7,32.5
32,Mothers who had at least 4 antenatal care visits (%),24.5,19.3
33,Mothers whose last birth was protected against neonatal tetanus (%),80.8,90.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),14.8,14.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.8,4.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),88.5,89.3
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),57.4,40.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,571","1,498"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),2.1,2.2
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),64.3,na
41,Institutional births (%),81.6,78.9
42,Institutional births in public facility (%),63.1,58.9
43,Home births that were conducted by skilled health personnel (%),6.5,5.9
44,Births attended by skilled health personnel (%),84.8,82.9
45,Births delivered by caesarean section (%),9.5,7.1
