,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),56.0,46.8
1,Population below age 15 years (%),39.9,40.6
2,"Sex ratio of the total population (females per 1,000 males)","1,199","1,086"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,016",945
4,Children under age 5 years whose birth was registered with the civil authority (%),74.3,66.2
5,Deaths in the last 3 years registered with the civil authority (%),33.5,na
6,Population living in households with electricity (%),95.8,53.5
7,Population living in households with an improved drinking-water source (%),100.0,99.1
8,Population living in households that use an improved sanitation facility(%),52.4,17.3
9,Households using clean fuel for cooking (%),15.3,5.7
10,Households using iodized salt (%),94.8,95.9
11,Households with any usual member covered under a health insurance/financing scheme (%),8.1,10.9
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.9,na
13,Women who are literate (%),48.0,na
14,Women with 10 or more years of schooling (%),15.0,12.1
15,Women age 20-24 years married before age 18 years (%),36.6,25.4
16,Births in the 5 years preceding the survey that are third or higher order (%),5.2,5.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.0,6.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),39.8,19.7
19,Any method (%),25.3,12.2
20,Any modern method (%),21.0,11.9
21,Female sterilization (%),14.6,8.8
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),0.5,0.1
24,Pill (%),2.4,1.4
25,Condom (%),2.5,1.4
26,Injectables (%),0.5,0.1
27,Total unmet need(%),21.7,24.9
28,Unmet need for spacing (%),8.0,8.1
29,Health worker ever talked to female non-users about family planning (%),12.2,8.6
30,Current users ever told about side effects of current method (%),43.3,(31.5)
31,Mothers who had an antenatal check-up in the first trimester (%),37.6,38.0
32,Mothers who had at least 4 antenatal care visits (%),17.1,15.5
33,Mothers whose last birth was protected against neonatal tetanus (%),79.2,83.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.5,15.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.9,0.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),84.7,77.3
37,days of delivery (%),40.7,40.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,174","2,219"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),2.6,1.6
40,days of delivery (%),42.1,na
41,Institutional births (%),54.6,41.8
42,Institutional births in public facility (%),41.5,33.6
43,Home births that were conducted by skilled health personnel (%),12.4,16.6
44,Births attended by skilled health personnel (%),64.9,58.0
45,Births delivered by caesarean section (%),12.1,7.9
46,Births in a private health facility that were delivered by caesarean section (%),71.0,51.3
47,Births in a public health facility that were delivered by caesarean section (%),6.6,10.9
48,mother's recall (%),67.3,54.9
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),80.9,65.1
50,Children age 12-23 months who have received BCG (%),93.2,85.9
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),70.2,68.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.3,72.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),82.0,69.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),18.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.7,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.4,62.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),53.2,71.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.3,96.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.7,3.8
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.1,6.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),64.5,(58.9)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),4.2,(31.0)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),64.0,(66.7)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8,1.2
65,provider (%),67.7,(60.4)
66,Children under age 3 years breastfed within one hour of birth (%),16.9,30.1
67,Children under age 6 months exclusively breastfed (%),(53.5),66.8
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),30.6,(40.8)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),12.1,10.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),13.1,9.5
72,Children under 5 years who are stunted (height-for-age) (%),38.8,46.9
73,Children under 5 years who are wasted (weight-for-height) (%),23.9,22.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.6,9.2
75,Children under 5 years who are underweight (weight-for-age) (%),41.1,45.4
76,Children under 5 years who are overweight (weight-for-height) (%),1.5,1.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),29.1,34.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),11.6,6.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.5,65.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.9,67.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),68.4,62.0
83,All women age 15-49 years who are anaemic (%),65.1,67.6
84,All women age 15-19 years who are anaemic (%),62.6,67.2
85,Blood sugar level - high (141-160 mg/dl)(%),5.6,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.4,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),8.0,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.5,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.6,na
93,blood pressure (%),17.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
96,blood pressure (%),22.7,na
97,  Ever undergone a screening test for cervical cancer (%),0.8,na
98,  Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),11.6,na
101,Men age 15 years and above who use any kind of tobacco (%),50.4,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),6.2,na
