,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),59.1,53.4
1,Population below age 15 years (%),38.2,41.6
2,"Sex ratio of the total population (females per 1,000 males)","1,209","1,103"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,009",993
4,Children under age 5 years whose birth was registered with the civil authority (%),78.9,56.5
5,Deaths in the last 3 years registered with the civil authority (%),35.6,na
6,Population living in households with electricity (%),93.1,40.8
7,Population living in households with an improved drinking-water source (%),99.7,100.0
8,Population living in households that use an improved sanitation facility(%),50.7,21.7
9,Households using clean fuel for cooking (%),40.5,12.8
10,Households using iodized salt (%),95.0,95.4
11,Households with any usual member covered under a health insurance/financing scheme (%),20.7,6.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.5,na
13,Women who are literate (%),51.7,na
14,Women with 10 or more years of schooling (%),19.2,12.2
15,Women age 20-24 years married before age 18 years (%),46.8,51.3
16,Births in the 5 years preceding the survey that are third or higher order (%),6.3,5.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.1,11.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),47.6,15.4
19,Any method (%),52.8,33.8
20,Any modern method (%),41.0,31.9
21,Female sterilization (%),33.9,26.7
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.2,0.6
24,Pill (%),1.3,1.6
25,Condom (%),2.1,2.2
26,Injectables (%),1.5,0.7
27,Total unmet need(%),17.0,19.6
28,Unmet need for spacing (%),7.1,10.1
29,Health worker ever talked to female non-users about family planning (%),17.3,16.5
30,Current users ever told about side effects of current method (%),52.2,39.6
31,Mothers who had an antenatal check-up in the first trimester (%),57.8,32.5
32,Mothers who had at least 4 antenatal care visits (%),20.3,16.6
33,Mothers whose last birth was protected against neonatal tetanus (%),87.6,90.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),14.3,4.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.6,1.8
