,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),61.7,59.6
1,Population below age 15 years (%),36.0,37.1
2,"Sex ratio of the total population (females per 1,000 males)","1,085","1,103"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,066",846
4,Children under age 5 years whose birth was registered with the civil authority (%),75.1,63.6
5,Deaths in the last 3 years registered with the civil authority (%),35.3,na
6,Population living in households with electricity (%),99.3,69.9
7,Population living in households with an improved drinking-water source (%),99.8,99.4
8,Population living in households that use an improved sanitation facility(%),45.5,31.2
9,Households using clean fuel for cooking (%),34.3,20.1
10,Households using iodized salt (%),91.0,97.2
11,Households with any usual member covered under a health insurance/financing scheme (%),13.2,17.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),20.3,na
13,Women who are literate (%),63.2,na
14,Women with 10 or more years of schooling (%),30.5,33.0
15,Women age 20-24 years married before age 18 years (%),41.6,42.6
16,Births in the 5 years preceding the survey that are third or higher order (%),5.6,3.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.0,13.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),53.2,34.7
19,Any method (%),52.5,34.9
20,Any modern method (%),45.3,32.3
21,Female sterilization (%),35.5,27.9
22,Male sterilization (%),0.0,0.1
23,IUD/PPIUD (%),1.5,1.0
24,Pill (%),2.6,2.0
25,Condom (%),4.2,1.0
26,Injectables (%),0.8,0.3
27,Total unmet need(%),13.0,17.5
28,Unmet need for spacing (%),5.6,7.7
29,Health worker ever talked to female non-users about family planning (%),40.7,22.6
30,Current users ever told about side effects of current method (%),61.5,45.9
31,Mothers who had an antenatal check-up in the first trimester (%),58.4,44.3
32,Mothers who had at least 4 antenatal care visits (%),17.4,17.0
33,Mothers whose last birth was protected against neonatal tetanus (%),94.2,95.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),24.2,13.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),16.1,1.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.8,85.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77.7,66.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,512","1,241"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),1.6
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.2,na
41,Institutional births (%),89.1,83.0
42,Institutional births in public facility (%),61.6,54.0
43,Home births that were conducted by skilled health personnel (%),1.3,2.9
44,Births attended by skilled health personnel (%),88.3,83.6
45,Births delivered by caesarean section (%),20.3,12.1
46,Births in a private health facility that were delivered by caesarean section (%),64.8,39.3
47,Births in a public health facility that were delivered by caesarean section (%),3.9,1.4
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),70.3,67.5
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),79.1,82.2
50,Children age 12-23 months who have received BCG (%),100.0,96.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),77.2,75.4
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.4,88.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.2,88.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),39.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.1,72.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.4,57.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.0,98.6
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.0,1.5
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.2,7.4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),49.6,(37.8)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),25.3,(19.7)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),87.9,(49.4)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.4,1.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),78.0,68.1
66,Children under age 3 years breastfed within one hour of birth (%),45.1,50.0
67,Children under age 6 months exclusively breastfed (%),(32.8),(35.9)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(47.5),(43.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),6.4,13.3
