,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),59.6,56.2
1,Population below age 15 years (%),36.3,39.4
2,"Sex ratio of the total population (females per 1,000 males)","1,080","1,076"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",863,945
4,Children under age 5 years whose birth was registered with the civil authority (%),70.7,56.2
5,Deaths in the last 3 years registered with the civil authority (%),38.2,na
6,Population living in households with electricity (%),97.9,73.4
7,Population living in households with an improved drinking-water source (%),99.2,96.4
8,Population living in households that use an improved sanitation facility(%),44.4,28.4
9,Households using clean fuel for cooking (%),34.7,15.6
10,Households using iodized salt (%),94.9,98.6
11,Households with any usual member covered under a health insurance/financing scheme (%),9.7,2.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.3,na
13,Women who are literate (%),59.4,na
14,Women with 10 or more years of schooling (%),30.7,24.5
15,Women age 20-24 years married before age 18 years (%),42.8,54.4
16,Births in the 5 years preceding the survey that are third or higher order (%),2.5,4.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.2,14.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.8,35.4
19,Any method (%),73.3,35.7
20,Any modern method (%),52.5,33.8
21,Female sterilization (%),41.5,31.5
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),1.4,0.6
24,Pill (%),1.9,0.5
25,Condom (%),4.4,1.1
26,Injectables (%),0.6,0.2
27,Total unmet need(%),5.9,18.6
28,Unmet need for spacing (%),2.6,10.9
29,Health worker ever talked to female non-users about family planning (%),29.5,10.8
30,Current users ever told about side effects of current method (%),51.9,23.3
31,Mothers who had an antenatal check-up in the first trimester (%),63.2,33.3
32,Mothers who had at least 4 antenatal care visits (%),25.1,11.8
33,Mothers whose last birth was protected against neonatal tetanus (%),94.9,94.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),18.9,5.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),7.1,0.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.4,79.5
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.5,53.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,927","1,037"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),5.5,1.3
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.4,na
41,Institutional births (%),76.6,56.8
42,Institutional births in public facility (%),49.1,35.5
43,Home births that were conducted by skilled health personnel (%),4.2,12.4
44,Births attended by skilled health personnel (%),77.7,69.0
45,Births delivered by caesarean section (%),14.4,9.5
46,Births in a private health facility that were delivered by caesarean section (%),48.3,39.8
47,Births in a public health facility that were delivered by caesarean section (%),2.3,2.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),85.0,67.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.2,83.8
50,Children age 12-23 months who have received BCG (%),97.1,95.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),90.7,76.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.6,80.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.5,85.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.5,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),7.3,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.8,72.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),47.1,62.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.7,96.3
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.3,3.8
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.1,4.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(39.2)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(16.1)
