,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),58.5,59.4
1,Population below age 15 years (%),37.5,40.8
2,"Sex ratio of the total population (females per 1,000 males)","1,074","1,104"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",888,"1,013"
4,Children under age 5 years whose birth was registered with the civil authority (%),82.9,59.0
5,Deaths in the last 3 years registered with the civil authority (%),47.8,na
6,Population living in households with electricity (%),97.3,80.4
7,Population living in households with an improved drinking-water source (%),98.4,94.9
8,Population living in households that use an improved sanitation facility(%),54.2,34.0
9,Households using clean fuel for cooking (%),40.3,16.5
10,Households using iodized salt (%),90.3,94.4
11,Households with any usual member covered under a health insurance/financing scheme (%),9.7,21.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.5,na
13,Women who are literate (%),55.0,na
14,Women with 10 or more years of schooling (%),28.3,22.1
15,Women age 20-24 years married before age 18 years (%),46.1,50.8
16,Births in the 5 years preceding the survey that are third or higher order (%),5.7,4.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.2,14.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.1,25.9
19,Any method (%),78.8,32.6
20,Any modern method (%),50.3,31.3
21,Female sterilization (%),37.2,27.8
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),0.6,1.2
24,Pill (%),1.5,1.0
25,Condom (%),4.8,0.7
26,Injectables (%),2.3,0.6
27,Total unmet need(%),3.2,19.8
28,Unmet need for spacing (%),1.5,8.1
29,Health worker ever talked to female non-users about family planning (%),26.2,23.0
30,Current users ever told about side effects of current method (%),58.6,46.5
31,Mothers who had an antenatal check-up in the first trimester (%),68.8,42.4
32,Mothers who had at least 4 antenatal care visits (%),28.4,13.4
33,Mothers whose last birth was protected against neonatal tetanus (%),95.8,94.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),24.1,10.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.7,1.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.7,82.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77.1,57.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,842","1,263"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),3.4
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),78.7,na
41,Institutional births (%),89.2,74.6
42,Institutional births in public facility (%),69.7,58.8
43,Home births that were conducted by skilled health personnel (%),3.7,8.4
44,Births attended by skilled health personnel (%),91.8,81.6
45,Births delivered by caesarean section (%),14.6,5.5
46,Births in a private health facility that were delivered by caesarean section (%),43.5,26.5
47,Births in a public health facility that were delivered by caesarean section (%),8.8,2.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),82.8,63.5
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.6,79.2
50,Children age 12-23 months who have received BCG (%),99.2,91.7
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),85.6,70.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.0,83.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),88.7,82.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.2,66.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),42.8,61.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),99.4,97.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.6,2.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.1,6.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(59.3),(55.9)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(52.8),(16.3)
