,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),58.0,46.4
1,Population below age 15 years (%),38.3,44.4
2,"Sex ratio of the total population (females per 1,000 males)","1,148","1,130"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,058",895
4,Children under age 5 years whose birth was registered with the civil authority (%),61.8,56.3
5,Deaths in the last 3 years registered with the civil authority (%),31.4,na
6,Population living in households with electricity (%),97.0,54.0
7,Population living in households with an improved drinking-water source (%),99.3,100.0
8,Population living in households that use an improved sanitation facility(%),34.6,14.2
9,Households using clean fuel for cooking (%),13.4,9.0
10,Households using iodized salt (%),95.4,96.3
11,Households with any usual member covered under a health insurance/financing scheme (%),9.5,9.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.6,na
13,Women who are literate (%),47.6,na
14,Women with 10 or more years of schooling (%),23.2,14.9
15,Women age 20-24 years married before age 18 years (%),52.0,58.6
16,Births in the 5 years preceding the survey that are third or higher order (%),6.5,6.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),20.8,19.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),49.6,22.5
19,Any method (%),55.8,23.7
20,Any modern method (%),47.6,23.7
21,Female sterilization (%),37.4,22.8
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),0.3,0.2
24,Pill (%),3.0,0.2
25,Condom (%),4.3,0.3
26,Injectables (%),2.4,0.1
27,Total unmet need(%),11.1,17.4
28,Unmet need for spacing (%),4.7,8.3
29,Health worker ever talked to female non-users about family planning (%),29.9,8.0
30,Current users ever told about side effects of current method (%),60.8,31.6
31,Mothers who had an antenatal check-up in the first trimester (%),53.8,35.6
32,Mothers who had at least 4 antenatal care visits (%),20.9,9.3
33,Mothers whose last birth was protected against neonatal tetanus (%),87.7,87.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),14.9,2.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.2,0.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.6,76.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),49.5,37.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),982,"1,165"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),4.5,1.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),58.9,na
41,Institutional births (%),75.0,60.9
42,Institutional births in public facility (%),68.8,54.2
43,Home births that were conducted by skilled health personnel (%),5.3,3.9
44,Births attended by skilled health personnel (%),77.1,64.2
45,Births delivered by caesarean section (%),3.0,3.1
46,Births in a private health facility that were delivered by caesarean section (%),(39.0),39.1
47,Births in a public health facility that were delivered by caesarean section (%),1.0,0.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),72.0,62.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.7,83.1
50,Children age 12-23 months who have received BCG (%),97.6,95.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),77.7,75.4
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.2,82.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.5,78.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.5,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.6,68.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),55.8,58.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.4,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.6,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),13.6,9.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),52.1,41.6
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),36.2,12.1
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),48.6,51.6
